185.62.230.0/24 #AS215713 UEC-AUK United Education Company CJSC, KW
223.194.48.0/23 #AS10088 KWANGWOON-AS KWANGWOON UNIVERSITY, KR
223.194.53.0/24 #AS10088 KWANGWOON-AS KWANGWOON UNIVERSITY, KR
200.34.171.0/24 #AS61463 CORPORACION-UNIVERSIDAD-MEDELLIN CORPORACION UNIVERSIDAD DE MEDELLIN, CO
76.165.0.0/16 #AS401290 LSUAA Louisiana State University at Alexandria, US
198.62.176.0/24 #AS401290 LSUAA Louisiana State University at Alexandria, US
192.94.29.0/24 #AS1222 EPCC-AS EL PASO COMMUNITY COLLEGE, US
129.89.0.0/16 #AS7050 UW-MILWAUKEE-AS1 University of Wisconsin - Milwaukee, US
192.107.47.0/24 #AS7050 UW-MILWAUKEE-AS1 University of Wisconsin - Milwaukee, US
192.107.164.0/24 #AS7050 UW-MILWAUKEE-AS1 University of Wisconsin - Milwaukee, US
168.9.22.0/24 #AS13726 APS-AS Atlanta Public Schools, US
173.242.64.0/20 #AS13726 APS-AS Atlanta Public Schools, US
103.23.232.0/23 #AS58475 UNLAM-AS-ID Universitas Lambung Mangkurat, ID
103.81.100.0/24 #AS58475 UNLAM-AS-ID Universitas Lambung Mangkurat, ID
200.10.191.0/24 #AS264650 UNIVERSIDAD-TECNOLOGICA-NACIONAL UNIVERSIDAD TECNOLOGICA NACIONAL - FACULTAD REGIONAL CORDOBA, AR
132.203.0.0/16 #AS36786 UNIVERSITE-LAVAL Universite Laval, CA
152.43.0.0/16 #AS33401 CPCC Central Piedmont Community College, US
198.62.72.0/24 #AS33401 CPCC Central Piedmont Community College, US
103.90.79.0/24 #AS136304 IOPIRINN-AS Institute Of Physics Bhubaneswar, IN
103.60.234.0/23 #AS55680 KSI-UAJY-AS-ID Kantor Sistem Informasi Universitas Atma Jaya Yogyakarta, ID
202.14.92.0/23 #AS55680 KSI-UAJY-AS-ID Kantor Sistem Informasi Universitas Atma Jaya Yogyakarta, ID
199.188.44.0/22 #AS33116 ASN-WASH-CO-VA-SCHOOLS Washington County Schools, US
68.69.48.0/23 #AS399445 TVCC-NET1 TVCC, US
199.222.128.0/23 #AS399828 COKER-CAMPUS-01 Coker University, US
24.235.8.0/23 #AS36599 SOFTETHER-AMERICA SoftEther Telecommunication Research Institute LLC, US
202.247.128.0/22 #AS36599 SOFTETHER-AMERICA SoftEther Telecommunication Research Institute LLC, US
219.100.37.0/24 #AS36599 SOFTETHER-AMERICA SoftEther Telecommunication Research Institute LLC, US
31.170.96.0/23 #AS204122 ACSBEIRUT American Community School, LB
81.186.0.0/17 #AS8248 GR-EDUNET Computer Technology Institute and Press Diophantus, GR
81.186.128.0/18 #AS8248 GR-EDUNET Computer Technology Institute and Press Diophantus, GR
81.186.192.0/19 #AS8248 GR-EDUNET Computer Technology Institute and Press Diophantus, GR
194.63.160.0/19 #AS8248 GR-EDUNET Computer Technology Institute and Press Diophantus, GR
194.63.192.0/19 #AS8248 GR-EDUNET Computer Technology Institute and Press Diophantus, GR
194.63.224.0/20 #AS8248 GR-EDUNET Computer Technology Institute and Press Diophantus, GR
94.176.180.0/23 #AS50990 SPIRU-HARET-AS Universitatea Spiru Haret, RO
132.247.0.0/16 #AS278 UNIVERSIDAD-NACIONAL-AUTONOMA Universidad Nacional Autonoma de Mexico, MX
132.248.0.0/16 #AS278 UNIVERSIDAD-NACIONAL-AUTONOMA Universidad Nacional Autonoma de Mexico, MX
192.100.199.0/24 #AS278 UNIVERSIDAD-NACIONAL-AUTONOMA Universidad Nacional Autonoma de Mexico, MX
192.100.200.0/24 #AS278 UNIVERSIDAD-NACIONAL-AUTONOMA Universidad Nacional Autonoma de Mexico, MX
199.109.16.0/21 #AS3756 NYSERNET3-AS NYSERNet, US
199.109.32.0/22 #AS3756 NYSERNET3-AS NYSERNet, US
199.109.224.0/20 #AS3756 NYSERNET3-AS NYSERNet, US
192.77.182.0/23 #AS398927 FRANCIS-TUTTLE-TECHNOLOGY-CENTER Francis Tuttle Technology Center School District #21, US
204.87.170.0/24 #AS398927 FRANCIS-TUTTLE-TECHNOLOGY-CENTER Francis Tuttle Technology Center School District #21, US
167.150.86.0/24 #AS209845 CNPR-NET-AS Jacob Willem de Vos, NL
64.72.79.0/24 #AS12184 FORRESTER-RESEARCH Forrester Research, US
204.179.229.0/24 #AS12184 FORRESTER-RESEARCH Forrester Research, US
103.175.124.0/23 #AS136496 DPU-AS-AP Dhurakij Pundit University, TH
27.111.0.0/21 #AS24092 MOORECOLLEGE-AS-AP Moore Theological College, AU
128.135.0.0/16 #AS160 U-CHICAGO-AS The University of Chicago, US
192.5.85.0/24 #AS160 U-CHICAGO-AS The University of Chicago, US
192.170.192.0/18 #AS160 U-CHICAGO-AS The University of Chicago, US
198.177.153.0/24 #AS160 U-CHICAGO-AS The University of Chicago, US
205.208.0.0/17 #AS160 U-CHICAGO-AS The University of Chicago, US
170.210.96.0/21 #AS52442 UNIVERSIDAD-NACIONAL-LUJAN Universidad Nacional de Luján, AR
190.104.80.0/21 #AS52442 UNIVERSIDAD-NACIONAL-LUJAN Universidad Nacional de Luján, AR
198.124.0.0/14 #AS291 ESNET-EAST ESnet, US
204.122.128.0/17 #AS39999 POLK-COUNTY-PUBLIC-SCHOOLS Polk County Public Schools, US
103.147.138.0/24 #AS140033 IITBHILAI-AS-AP INDIAN INSTITUTE OF TECHNOLOGY BHILAI, IN
195.130.32.0/19 #AS8670 UTIC-AUTONOMUS-SYSTEM University of Sarajevo, BA
45.65.200.0/24 #AS267893 UNIVERSIDAD-MAGDALENA UNIVERSIDAD DEL MAGDALENA, CO
45.164.204.0/23 #AS267703 FUNDACION-UNIVERSIDAD-PALERMO FUNDACIÓN UNIVERSIDAD DE PALERMO, AR
37.252.222.0/24 #AS211260 PTERAUNI Petra for education Limited Public Shareholding, JO
165.199.0.0/16 #AS62757 RISD-ASN Richardson Independent School District, US
140.148.0.0/16 #AS1840 UNIVERSIDAD-LAS-AMERICAS Universidad de Las Americas-Puebla, MX
63.251.236.0/24 #AS32831 RPCI-AS Roswell Park Cancer Institute, US
192.5.51.0/24 #AS32831 RPCI-AS Roswell Park Cancer Institute, US
137.146.0.0/16 #AS6056 COLBY Colby College, US
129.95.0.0/23 #AS11995 OHSU Oregon Health & Science University, US
129.95.16.0/20 #AS11995 OHSU Oregon Health & Science University, US
129.95.32.0/20 #AS11995 OHSU Oregon Health & Science University, US
129.95.100.0/24 #AS11995 OHSU Oregon Health & Science University, US
129.95.128.0/17 #AS11995 OHSU Oregon Health & Science University, US
137.53.0.0/16 #AS11995 OHSU Oregon Health & Science University, US
204.63.232.0/21 #AS11995 OHSU Oregon Health & Science University, US
91.90.209.0/24 #AS35658 BULAT-AS OOO SCIENTIFIC RESEARCH CENTER Bulat, RU
78.31.210.0/24 #AS199093 MOSPOLYTECH-AS Moscow Polytechnic University, RU
91.209.161.0/24 #AS208124 IR-NEGINNET Negin Narmafzar Asak Research and Information Cooperative Company, IR
185.160.205.0/24 #AS208124 IR-NEGINNET Negin Narmafzar Asak Research and Information Cooperative Company, IR
155.138.0.0/18 #AS26174 SVSU Saginaw Valley State University, US
50.207.22.0/24 #AS63207 LBJI-ASN Lakeshore Bone & Joint Institute P.C., US
59.3.221.0/24 #AS38681 JNEINET-AS Jeollanamdo Educational Research Information Institute, KR
103.139.216.0/23 #AS38681 JNEINET-AS Jeollanamdo Educational Research Information Institute, KR
117.110.138.0/24 #AS38681 JNEINET-AS Jeollanamdo Educational Research Information Institute, KR
117.110.143.0/24 #AS38681 JNEINET-AS Jeollanamdo Educational Research Information Institute, KR
117.111.175.0/24 #AS38681 JNEINET-AS Jeollanamdo Educational Research Information Institute, KR
117.111.176.0/24 #AS38681 JNEINET-AS Jeollanamdo Educational Research Information Institute, KR
117.111.200.0/24 #AS38681 JNEINET-AS Jeollanamdo Educational Research Information Institute, KR
119.200.103.0/24 #AS38681 JNEINET-AS Jeollanamdo Educational Research Information Institute, KR
121.178.209.0/24 #AS38681 JNEINET-AS Jeollanamdo Educational Research Information Institute, KR
125.243.188.0/24 #AS38681 JNEINET-AS Jeollanamdo Educational Research Information Institute, KR
210.95.16.0/23 #AS38681 JNEINET-AS Jeollanamdo Educational Research Information Institute, KR
210.95.76.0/22 #AS38681 JNEINET-AS Jeollanamdo Educational Research Information Institute, KR
210.95.82.0/23 #AS38681 JNEINET-AS Jeollanamdo Educational Research Information Institute, KR
211.35.2.0/23 #AS38681 JNEINET-AS Jeollanamdo Educational Research Information Institute, KR
211.35.4.0/24 #AS38681 JNEINET-AS Jeollanamdo Educational Research Information Institute, KR
211.35.6.0/24 #AS38681 JNEINET-AS Jeollanamdo Educational Research Information Institute, KR
211.198.210.0/24 #AS38681 JNEINET-AS Jeollanamdo Educational Research Information Institute, KR
211.228.16.0/24 #AS38681 JNEINET-AS Jeollanamdo Educational Research Information Institute, KR
218.157.12.0/24 #AS38681 JNEINET-AS Jeollanamdo Educational Research Information Institute, KR
103.10.144.0/24 #AS46057 UMM-AS-ID Universitas Muhammadiyah Malang, ID
202.52.52.0/24 #AS46057 UMM-AS-ID Universitas Muhammadiyah Malang, ID
134.105.0.0/16 #AS42873 MPG-FR-S Max-Planck-Gesellschaft zur Forderung der Wissenschaften e.V., DE
134.107.202.0/24 #AS42873 MPG-FR-S Max-Planck-Gesellschaft zur Forderung der Wissenschaften e.V., DE
192.124.25.0/24 #AS42873 MPG-FR-S Max-Planck-Gesellschaft zur Forderung der Wissenschaften e.V., DE
192.124.26.0/23 #AS42873 MPG-FR-S Max-Planck-Gesellschaft zur Forderung der Wissenschaften e.V., DE
192.124.28.0/24 #AS42873 MPG-FR-S Max-Planck-Gesellschaft zur Forderung der Wissenschaften e.V., DE
192.129.30.0/24 #AS42873 MPG-FR-S Max-Planck-Gesellschaft zur Forderung der Wissenschaften e.V., DE
103.147.251.0/24 #AS139974 IDNIC-UMK-AS-ID Universitas Muria Kudus, ID
130.216.0.0/16 #AS9431 AKUNI-NZ The University of Auckland, NZ
202.36.244.0/24 #AS9431 AKUNI-NZ The University of Auckland, NZ
202.37.88.0/24 #AS9431 AKUNI-NZ The University of Auckland, NZ
64.56.85.0/24 #AS7939 UNIVCENTFLA University of Central Florida, US
132.170.0.0/17 #AS7939 UNIVCENTFLA University of Central Florida, US
132.170.128.0/18 #AS7939 UNIVCENTFLA University of Central Florida, US
132.170.192.0/19 #AS7939 UNIVCENTFLA University of Central Florida, US
132.170.224.0/20 #AS7939 UNIVCENTFLA University of Central Florida, US
132.170.240.0/21 #AS7939 UNIVCENTFLA University of Central Florida, US
132.170.248.0/22 #AS7939 UNIVCENTFLA University of Central Florida, US
132.170.252.0/23 #AS7939 UNIVCENTFLA University of Central Florida, US
132.170.254.0/24 #AS7939 UNIVCENTFLA University of Central Florida, US
192.31.108.0/24 #AS7939 UNIVCENTFLA University of Central Florida, US
64.113.64.0/19 #AS2698 IASTATE-AS Iowa State University of Science and Technology, US
65.110.224.0/19 #AS2698 IASTATE-AS Iowa State University of Science and Technology, US
129.186.0.0/16 #AS2698 IASTATE-AS Iowa State University of Science and Technology, US
192.188.159.0/24 #AS2698 IASTATE-AS Iowa State University of Science and Technology, US
192.188.160.0/22 #AS2698 IASTATE-AS Iowa State University of Science and Technology, US
192.245.179.0/24 #AS2698 IASTATE-AS Iowa State University of Science and Technology, US
205.237.112.0/20 #AS2698 IASTATE-AS Iowa State University of Science and Technology, US
95.163.178.0/23 #AS212764 UNIWAGON-AS Public Joint Stock Company Research and production corporation United Wagon Company, RU
128.143.0.0/16 #AS225 VIRGINIA-AS University of Virginia, US
137.54.0.0/16 #AS225 VIRGINIA-AS University of Virginia, US
192.33.115.0/24 #AS225 VIRGINIA-AS University of Virginia, US
192.33.117.0/24 #AS225 VIRGINIA-AS University of Virginia, US
192.35.48.0/23 #AS225 VIRGINIA-AS University of Virginia, US
192.131.232.0/24 #AS225 VIRGINIA-AS University of Virginia, US
198.51.208.0/24 #AS225 VIRGINIA-AS University of Virginia, US
199.111.0.0/16 #AS225 VIRGINIA-AS University of Virginia, US
66.186.61.0/24 #AS401092 ESUSDNET El Segundo Unified School District, US
159.93.0.0/16 #AS2875 JINR-AS Joint Institute for Nuclear Research, RU
192.138.176.0/23 #AS40043 LIFESPAN Brown University Health, US
192.138.178.0/24 #AS40043 LIFESPAN Brown University Health, US
143.195.0.0/17 #AS397112 ILLINOIS-MATH-SCIENCE Illinois Mathematics and Science Academy, US
143.195.128.0/18 #AS397112 ILLINOIS-MATH-SCIENCE Illinois Mathematics and Science Academy, US
143.195.192.0/19 #AS397112 ILLINOIS-MATH-SCIENCE Illinois Mathematics and Science Academy, US
184.171.144.0/20 #AS63276 CHAMPLAINCOLLEGE Champlain College, US
216.93.144.0/20 #AS63276 CHAMPLAINCOLLEGE Champlain College, US
168.9.34.0/24 #AS29926 CARROLL-COUNTY-SCHOOLS Carroll County Board of Education, US
150.104.0.0/16 #AS53648 SBAC The School Board of Alachua County Florida, US
23.169.104.0/24 #AS36303 VICKERY-INTERNET Vickery Internet, US
167.253.29.0/24 #AS36303 VICKERY-INTERNET Vickery Internet, US
64.29.24.0/21 #AS36378 NYIT-AS New York Institute of Technology, US
64.35.176.0/20 #AS36378 NYIT-AS New York Institute of Technology, US
64.187.240.0/20 #AS36378 NYIT-AS New York Institute of Technology, US
216.37.96.0/20 #AS36378 NYIT-AS New York Institute of Technology, US
14.49.224.0/21 #AS17578 HALLA-AS CHEJU HALLA UNIVERSITY, KR
14.49.232.0/22 #AS17578 HALLA-AS CHEJU HALLA UNIVERSITY, KR
61.39.225.0/24 #AS17578 HALLA-AS CHEJU HALLA UNIVERSITY, KR
61.39.243.0/24 #AS17578 HALLA-AS CHEJU HALLA UNIVERSITY, KR
61.39.244.0/22 #AS17578 HALLA-AS CHEJU HALLA UNIVERSITY, KR
61.39.248.0/23 #AS17578 HALLA-AS CHEJU HALLA UNIVERSITY, KR
200.1.161.0/24 #AS269941 UNIVERSIDAD-PARTICULAR-ESPECIALIDADES Universidad Particular de Especialidades Espíritu Santo, EC
203.246.118.0/24 #AS17591 KRFNET-AS National Research Foundation of Korea, KR
203.252.27.0/24 #AS17591 KRFNET-AS National Research Foundation of Korea, KR
185.221.220.0/24 #AS62306 RO-8X8-AS 8x8 Research and Innovations SRL, RO
192.103.45.0/24 #AS19817 MIU-IA Maharishi International University, US
187.251.33.0/24 #AS18592 CORPORACION-UNIVERSITARIA-PARA Corporacion Universitaria para el Desarrollo de Internet A.C., MX
187.251.34.0/24 #AS18592 CORPORACION-UNIVERSITARIA-PARA Corporacion Universitaria para el Desarrollo de Internet A.C., MX
200.23.60.0/24 #AS18592 CORPORACION-UNIVERSITARIA-PARA Corporacion Universitaria para el Desarrollo de Internet A.C., MX
149.149.248.0/22 #AS33600 TNTECH Tennessee Technological University, US
179.97.96.0/20 #AS28601 UNIVERSIDADE-SANTA-CATARINA UNIVERSIDADE DO ESTADO DE SANTA CATARINA, BR
74.118.176.0/22 #AS22441 WHITWORTH-NET Whitworth University, US
198.29.0.0/22 #AS22441 WHITWORTH-NET Whitworth University, US
35.7.224.0/19 #AS62676 UMD-PUBLIC-AS University of Michigan - Dearborn, US
141.215.0.0/16 #AS62676 UMD-PUBLIC-AS University of Michigan - Dearborn, US
139.60.98.0/23 #AS32715 ICCNET ILLINOIS CENTRAL COLLEGE, US
61.75.198.0/23 #AS9631 YSU-AS youngsan university, KR
61.75.200.0/23 #AS9631 YSU-AS youngsan university, KR
61.76.236.0/22 #AS9631 YSU-AS youngsan university, KR
121.67.137.0/24 #AS9631 YSU-AS youngsan university, KR
210.110.44.0/22 #AS9631 YSU-AS youngsan university, KR
211.220.228.0/22 #AS9631 YSU-AS youngsan university, KR
211.220.232.0/24 #AS9631 YSU-AS youngsan university, KR
220.77.176.0/23 #AS9631 YSU-AS youngsan university, KR
220.119.248.0/22 #AS9631 YSU-AS youngsan university, KR
221.164.0.0/22 #AS9631 YSU-AS youngsan university, KR
221.164.5.0/24 #AS9631 YSU-AS youngsan university, KR
221.164.68.0/22 #AS9631 YSU-AS youngsan university, KR
136.228.46.0/24 #AS400025 LCISD Lapeer ISD, US
136.228.61.0/24 #AS400025 LCISD Lapeer ISD, US
91.246.218.0/24 #AS59648 SHAAREI-MISHPAT-COLLEGE Sha'arei-Mishpat-college, IL
204.155.0.0/20 #AS21828 TCOE Tulare County Office of Education, US
206.78.0.0/19 #AS21828 TCOE Tulare County Office of Education, US
206.78.160.0/19 #AS21828 TCOE Tulare County Office of Education, US
192.30.96.0/24 #AS397909 EGUSD-01 Elk Grove Unified School District, US
192.40.43.0/24 #AS397909 EGUSD-01 Elk Grove Unified School District, US
192.40.143.0/24 #AS397909 EGUSD-01 Elk Grove Unified School District, US
192.40.246.0/24 #AS397909 EGUSD-01 Elk Grove Unified School District, US
192.58.208.0/23 #AS397909 EGUSD-01 Elk Grove Unified School District, US
192.81.141.0/24 #AS397909 EGUSD-01 Elk Grove Unified School District, US
192.104.237.0/24 #AS397909 EGUSD-01 Elk Grove Unified School District, US
206.15.247.0/24 #AS397909 EGUSD-01 Elk Grove Unified School District, US
207.166.54.0/24 #AS397909 EGUSD-01 Elk Grove Unified School District, US
168.91.0.0/21 #AS19217 IVYTECHSC IVY Tech Community College of Indiana, US
199.254.112.0/22 #AS46358 UAT University of Advancing Technology, US
199.254.116.0/23 #AS46358 UAT University of Advancing Technology, US
199.254.118.0/24 #AS46358 UAT University of Advancing Technology, US
58.64.45.0/24 #AS137241 PSRU-AS-AP Office of Info.Tech. Admin. for Educational Development, TH
202.29.80.0/23 #AS137241 PSRU-AS-AP Office of Info.Tech. Admin. for Educational Development, TH
66.251.215.0/24 #AS36675 CCPS-1 Collier County Public Schools, US
208.66.196.0/22 #AS36675 CCPS-1 Collier County Public Schools, US
45.175.84.0/23 #AS268905 NET-COMPARTILHE NET COMPARTILHE, BR
143.207.0.0/16 #AS19106 ANDREWS Andrews University, US
203.230.112.0/23 #AS17868 HYUPSUNG-NET-AS Hyupsung University, KR
203.230.115.0/24 #AS17868 HYUPSUNG-NET-AS Hyupsung University, KR
220.66.29.0/24 #AS17868 HYUPSUNG-NET-AS Hyupsung University, KR
128.151.0.0/16 #AS20 UR University of Rochester, US
192.5.53.0/24 #AS20 UR University of Rochester, US
199.89.214.0/24 #AS20 UR University of Rochester, US
103.20.22.0/23 #AS24510 HOLMESGLEN-INSTITUTE-OF-TAFE-AP Optus Customer Network, AU
103.20.48.0/24 #AS24510 HOLMESGLEN-INSTITUTE-OF-TAFE-AP Optus Customer Network, AU
203.33.133.0/24 #AS24510 HOLMESGLEN-INSTITUTE-OF-TAFE-AP Optus Customer Network, AU
61.79.246.0/24 #AS38391 GOEG-AS Gyeonggi provincial gimpo office of education, KR
121.190.250.0/24 #AS38391 GOEG-AS Gyeonggi provincial gimpo office of education, KR
125.246.183.0/24 #AS38391 GOEG-AS Gyeonggi provincial gimpo office of education, KR
218.38.244.0/23 #AS38391 GOEG-AS Gyeonggi provincial gimpo office of education, KR
202.254.196.0/22 #AS18279 BUKKYO-U Bukkyo University, JP
66.202.192.0/19 #AS30154 DAVEN Davenport University, US
66.202.224.0/24 #AS30154 DAVEN Davenport University, US
139.102.0.0/16 #AS399315 INDSTATE Indiana State University, US
152.33.0.0/16 #AS32417 ELONU-AS Elon University, US
202.30.46.0/23 #AS10045 TNUTNET-AS Hanbat National University, KR
203.230.96.0/21 #AS10045 TNUTNET-AS Hanbat National University, KR
203.230.104.0/22 #AS10045 TNUTNET-AS Hanbat National University, KR
210.98.40.0/22 #AS10045 TNUTNET-AS Hanbat National University, KR
210.110.245.0/24 #AS10045 TNUTNET-AS Hanbat National University, KR
210.110.246.0/23 #AS10045 TNUTNET-AS Hanbat National University, KR
210.110.248.0/22 #AS10045 TNUTNET-AS Hanbat National University, KR
210.119.112.0/24 #AS10045 TNUTNET-AS Hanbat National University, KR
220.66.143.0/24 #AS10045 TNUTNET-AS Hanbat National University, KR
220.66.144.0/22 #AS10045 TNUTNET-AS Hanbat National University, KR
220.66.148.0/23 #AS10045 TNUTNET-AS Hanbat National University, KR
223.194.160.0/22 #AS10045 TNUTNET-AS Hanbat National University, KR
223.194.192.0/22 #AS10045 TNUTNET-AS Hanbat National University, KR
83.212.204.0/22 #AS8611 ATHENS-UNIVERSITY-OF Athens University of Economics and Business, GR
195.251.232.0/22 #AS8611 ATHENS-UNIVERSITY-OF Athens University of Economics and Business, GR
195.251.248.0/21 #AS8611 ATHENS-UNIVERSITY-OF Athens University of Economics and Business, GR
194.85.224.0/21 #AS3351 IOFFE-PHYSICAL-THECHICAL-INSTITUTE-AS Ioffe Physical-Technical Institute of the Russian Academy of Sciences, RU
194.85.236.0/23 #AS3351 IOFFE-PHYSICAL-THECHICAL-INSTITUTE-AS Ioffe Physical-Technical Institute of the Russian Academy of Sciences, RU
194.85.238.0/24 #AS3351 IOFFE-PHYSICAL-THECHICAL-INSTITUTE-AS Ioffe Physical-Technical Institute of the Russian Academy of Sciences, RU
192.55.87.0/24 #AS14255 AS-USD University of San Diego, US
192.195.153.0/24 #AS14255 AS-USD University of San Diego, US
192.195.154.0/23 #AS14255 AS-USD University of San Diego, US
208.71.25.0/24 #AS14255 AS-USD University of San Diego, US
208.71.27.0/24 #AS14255 AS-USD University of San Diego, US
216.49.216.0/24 #AS19980 CAREERED Career Education Corporation, US
216.49.218.0/23 #AS19980 CAREERED Career Education Corporation, US
186.85.242.0/24 #AS263710 CORPORACION-UNIVERSITARIA-MINUTO Corporación Universitaria Minuto de Dios, CO
200.10.154.0/24 #AS263710 CORPORACION-UNIVERSITARIA-MINUTO Corporación Universitaria Minuto de Dios, CO
185.144.40.0/22 #AS47701 BAU-AS BEIRUT ARAB UNIVERSITY(BAU), LB
203.253.227.0/24 #AS45984 DIRS-AS Dongnam Institute of Radiologycal Sciences, KR
203.253.228.0/23 #AS45984 DIRS-AS Dongnam Institute of Radiologycal Sciences, KR
178.237.201.0/24 #AS211347 CPOSO-AS CPO of Samara region, RU
178.237.207.0/24 #AS211347 CPOSO-AS CPO of Samara region, RU
23.144.148.0/24 #AS40581 AREON-AS Arkansas Research and Education Optical Network, US
130.184.31.0/24 #AS40581 AREON-AS Arkansas Research and Education Optical Network, US
130.184.47.0/24 #AS40581 AREON-AS Arkansas Research and Education Optical Network, US
147.97.8.0/24 #AS40581 AREON-AS Arkansas Research and Education Optical Network, US
147.97.12.0/22 #AS40581 AREON-AS Arkansas Research and Education Optical Network, US
147.97.16.0/21 #AS40581 AREON-AS Arkansas Research and Education Optical Network, US
147.97.30.0/23 #AS40581 AREON-AS Arkansas Research and Education Optical Network, US
159.150.4.0/22 #AS40581 AREON-AS Arkansas Research and Education Optical Network, US
161.31.0.0/16 #AS40581 AREON-AS Arkansas Research and Education Optical Network, US
198.181.214.0/24 #AS40581 AREON-AS Arkansas Research and Education Optical Network, US
198.181.240.0/24 #AS40581 AREON-AS Arkansas Research and Education Optical Network, US
208.90.104.0/21 #AS40581 AREON-AS Arkansas Research and Education Optical Network, US
149.76.0.0/19 #AS46356 SBUEDU Saint Bonaventure University, US
192.52.219.0/24 #AS46356 SBUEDU Saint Bonaventure University, US
165.101.80.0/23 #AS154001 IILM-IN INDIAN INSTITUTE OF LEGAL METROLOGY, IN
164.41.0.0/16 #AS21506 FUNDACAO-UNIVERSIDADE-BRASILIA Fundação Universidade de Brasília, BR
193.247.203.0/24 #AS203130 HEIG-VD Haute ecole d ingenierie et de gestion du canton de Vaud, CH
194.62.161.0/24 #AS203130 HEIG-VD Haute ecole d ingenierie et de gestion du canton de Vaud, CH
200.192.232.0/23 #AS11284 NUCLEO-INF-COORD Núcleo de Inf. e Coord. do Ponto BR - NIC.BR, BR
192.234.14.0/23 #AS26255 OAKTONCOMMUNITYCOLLEGE Oakton Community College, US
