101.0.64.0/18 #AS55803 HOSTOPIA-AU Hostopia Australia Web Pty Ltd, AU
103.133.238.0/23 #AS132808 AISPLTIT-AS-AP IP Telco, AU
103.133.39.0/24 #AS2764 AAPT AAPT Limited, AU
103.133.52.0/22 #AS134143 PDKPL-AS-AP Kinetix Networks, AU
103.133.90.0/23 #AS137042 READIITELPTYLTD-AS-AP Readiitel Pty Ltd, AU
103.133.96.0/22 #AS138572 DPL-AS-AP DGTEK PTY LTD, AU
103.134.14.0/23 #AS138592 PDCPL-AS-AP PRIVATE DATA CLOUDS PTY LTD, AU
103.134.168.0/22 #AS139049 GIGACOMM-AS-AP GIGACOMM PTY LTD, AU
103.134.20.0/22 #AS136000 LIGHTNING-AS-AP Lightning Broadband Pty Ltd, AU
103.134.224.0/24 #AS138952 ENDEMOLSHINE-AS-AP Endemol Shine Australia Pty Ltd, AU
103.134.225.0/24 #AS138624 NSS-AS-AP NORTHERN STEVEDORING SERVICES PTY LTD, AU
103.134.52.0/24 #AS138613 CONNECTTELPTYLTD-AS-AP CONNECT TEL PTY LTD, AU
103.134.53.0/24 #AS135060 TELAIRPTYLTD-AS-AP Telair Pty Ltd, AU
103.134.64.0/24 #AS38447 ALS-AS-AP ALS Limited Content Service Provider AS for AP, AU
103.134.65.0/24 #AS138484 HSRPL-AS-AP Hays Specialist Recruitment Australia Pty Ltd, AU
103.135.188.0/24 #AS138661 PRC-AS-AP PERTHRADCLINIC LTD, AU
103.135.231.0/24 #AS138653 LATCH-AS-AP Latch Networks Pty Ltd, AU
103.135.246.0/23 #AS17477 MCT-SYDNEY Macquarie Technology Operations Pty Limited, AU
103.13.56.0/22 #AS38880 M21-AS-AP Micron21 Datacentre Pty Ltd, AU
103.135.71.0/24 #AS136398 SA-AS-AP Secure Agility PTY LTD, AU
103.135.84.0/22 #AS138637 VOCPHONE-AS-AP VOCPHONE PTY LTD, AU
103.135.98.0/23 #AS138633 APERIM-AS-AP Aperim Pty Ltd, AU
103.136.120.0/24 #AS4826 VOCUS-BACKBONE-AS Vocus Connect International Backbone, AU
103.136.121.0/24 #AS138683 PROVET-AS-AP Provet Pty Ltd, AU
103.136.122.0/24 #AS135168 CARDGATE-NET-AS-AP CardGate.net Pty Ltd, AU
103.136.123.0/24 #AS133418 CARDGATE-NET-AS-AP CardGate.net Pty Ltd, AU
103.136.144.0/23 #AS8888 XTOM xTom Pty Ltd, AU
103.136.146.0/24 #AS8888 XTOM xTom Pty Ltd, AU
103.136.190.0/24 #AS45671 AS45671-NET-AU Wholesale Services Provider, AU
103.136.191.0/24 #AS138700 SKILLEDIT-AS-AP Plutus Investments Australia Pty Ltd, AU
103.136.214.0/23 #AS1221 ASN-TELSTRA Telstra Limited, AU
103.136.255.0/24 #AS139583 SCL-AS-AP Silk Contract Logistics Pty Ltd., AU
103.136.86.0/24 #AS138680 COLLECTIONHOUSE-AS-AP COLLECTION HOUSE LIMITED, AU
103.13.69.0/24 #AS136792 MIMECAST-AS-AP Mimecast Australia Pty Ltd, AU
103.137.116.0/24 #AS138940 NPCMEDIA-AS-AP NPC Media Pty Limited, AU
103.137.117.0/24 #AS138941 NPCMEDIA-AS-AP NPC Media Pty Limited, AU
103.137.119.0/24 #AS133480 INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD, AU
103.137.12.0/24 #AS137409 GSLNETWORKS-AS-AP GSL Networks Pty LTD, AU
103.137.128.0/24 #AS138945 BQAGS-AS-AP BALLARAT AND QUEENS ANGLICAN GRAMMAR SCHOOL, AU
103.137.13.0/24 #AS7578 GSL Global Secure Layer, AU
103.137.14.0/23 #AS137409 GSLNETWORKS-AS-AP GSL Networks Pty LTD, AU
103.137.252.0/24 #AS138977 KINETICIT-AS-AP Kinetic IT Pty. Ltd., AU
103.137.56.0/24 #AS133480 INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD, AU
103.138.128.0/23 #AS139006 ZCPL-AS-AP Zoho Corporation PTY LTD, AU
103.138.16.0/24 #AS138007 LENOVO-AS-AP LENOVO AUSTRALIA & NEW ZEALAND PTY LIMITED, AU
103.138.200.0/23 #AS139037 CLOUDTERRA-AS-AP Cloud Terra Pty Ltd, AU
103.138.224.0/24 #AS149847 TAH-AS-AP TABCORP HOLDINGS LIMITED, AU
103.138.23.0/24 #AS134119 CNWAPL-AS-AP Cirrus Networks WA Pty Ltd, AU
103.138.242.0/23 #AS139048 MTM-AS-AP METRO TRAINS MELBOURNE, AU
103.138.244.0/23 #AS139049 GIGACOMM-AS-AP GIGACOMM PTY LTD, AU
103.138.34.0/24 #AS138988 AVCOMM-AS-AP Av-Comm Pty Ltd, AU
103.138.35.0/24 #AS7594 ONQ-AS-AP On Q, AU
103.138.36.0/22 #AS139084 DIGITALIMMORTALITY-AS-AP DIGITAL IMMORTALITY PTY LTD, AU
103.13.84.0/23 #AS58505 KOHENTECH-AS-AP Kohen Technology Group Pty Ltd, AU
103.13.86.0/23 #AS132405 SUMMITINTERNET-AS-AP Summit Internet Australia, AU
103.138.86.0/24 #AS136557 HOST-AS-AP Host Universal Pty Ltd, AU
103.138.87.0/24 #AS139000 VIRIDIANIT1-AS-AP ViridianIT, AU
103.138.94.0/24 #AS139002 AITNTL-AS-AP Andor Information Technology Pty Ltd, AU
103.139.104.0/23 #AS139077 FREEDOMINTERNET-HPL-AS-AP FREEDOM INTERNET HOLDINGS PTY LTD, AU
103.139.123.0/24 #AS139193 MGHL-AS-AP Mainstream Group Holdings Ltd, AU
103.139.153.0/24 #AS135593 PASPL-AS-AP Precision Administration Services Pty Ltd, AU
103.139.218.0/24 #AS152464 ZONE-AS-AP Zone Technology Pty Ltd, AU
103.139.228.0/23 #AS9268 OVERTHEWIRE-AS-AP Over The Wire Pty Ltd, AU
103.139.230.0/23 #AS139214 CLOUD4X-AS-AP Cloud4x Enterprise Systems Pty Ltd, AU
103.139.249.0/24 #AS139221 AUVERA-AS-AP AUVERA TECHNOLOGY GROUP PTY LTD, AU
103.139.252.0/24 #AS139222 CITYOFWANNEROO-AS-AP City of Wanneroo, AU
103.139.28.0/23 #AS38220 AMAZE-AS-AP Amaze Intelligence, AU
103.139.96.0/23 #AS133510 IBPL-AS-AP Infinet Broadband Pty Ltd, AU
103.140.102.0/24 #AS139253 FOITGROUP-AS-AP FOIT Group PTY LTD, AU
103.140.134.0/24 #AS133480 INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD, AU
103.140.148.0/24 #AS136391 MCCONAGHY-AS-AP MCCONAGHY GROUP PTY LTD, AU
103.140.162.0/24 #AS139273 HENRYSCHEIN-AS-AP HENRY SCHEIN REGIONAL PTY LIMITED, AU
103.140.172.0/23 #AS139279 OPTIMISEDSOLUTIONS-AS-AP OPTIMISED SOLUTIONS, AU
103.140.198.0/24 #AS138945 BQAGS-AS-AP BALLARAT AND QUEENS ANGLICAN GRAMMAR SCHOOL, AU
103.140.202.0/24 #AS137409 GSLNETWORKS-AS-AP GSL Networks Pty LTD, AU
103.140.203.0/24 #AS139284 OCTANE-AS-AP OCTANE NETWORKS PTY LTD, AU
103.140.215.0/24 #AS139288 TWISHTECH-AS-AP Twish Tech, AU
103.140.218.0/24 #AS139289 PFD-AS-AP PFD Food Services Pty Ltd, AU
103.140.32.0/24 #AS133120 HOSTED-AS-AP Hosted Network Pty Ltd, AU
103.140.85.0/24 #AS139246 TTSCL-AS-AP Twin Towns Services Club Ltd, AU
103.140.92.0/23 #AS139244 ICTOUCH-AS-AP ICTOUCH PTY LTD, AU
103.141.114.0/24 #AS135287 TCOTCOS-AS-AP The Council of the City of Sydney, AU
103.141.14.0/23 #AS2764 AAPT AAPT Limited, AU
103.141.155.0/24 #AS2764 AAPT AAPT Limited, AU
103.141.178.0/24 #AS139356 REGIS-AS-AP Regis Aged Care Pty Ltd, AU
103.141.179.0/24 #AS139357 VITERRAPTYLTD-AS-AP VITERRA PTY LTD, AU
103.141.199.0/24 #AS139466 LCHS-AS-AP LATROBE COMMUNITY HEALTH SERVICE LIMITED, AU
103.141.207.0/24 #AS139930 MYLAN-AS-AP Mylan Laboratories Ltd, AU
103.141.211.0/24 #AS136508 MCCULLOUGH-AS-AP MACULROB SERVICES PTY. LTD., AU
103.141.212.0/24 #AS136529 HRSAUSTRALASIAPTYLTD-AS-AP HRS AUSTRALASIA PTY LTD, AU
103.141.233.0/24 #AS138455 GH-AS-AP Grampians Health, AU
103.141.248.0/24 #AS139581 MGPL-AS-AP Molonglo Group Australia Pty Ltd, AU
103.141.249.0/24 #AS55803 HOSTOPIA-AU Hostopia Australia Web Pty Ltd, AU
103.141.28.0/24 #AS139315 NITS-AS-AP NEWTREND I.T. SPECIALISTS PTY LTD, AU
103.141.6.0/23 #AS139301 CLOUDCALL-LTD-AS-AP Cloudcall Ltd, AU
103.14.172.0/22 #AS132382 GREENBAY-AS-AP Greenbay Communications Pty Ltd, AU
103.14.186.0/23 #AS132355 TAL-AU TAL Services Limited, AU
103.142.158.0/23 #AS139623 MYNETPTYLTD-AS-AP My Net Pty Ltd, AU
103.142.168.0/24 #AS137814 EBIT-AS-AP E-BIT Systems Pty Ltd, AU
103.142.188.0/23 #AS139627 THINKEX-AS-AP ThinkEx Holdings Pty Ltd, AU
103.142.2.0/24 #AS139582 RITAMPTYLIMITED-AS-AP Ritam Pty Limited, AU
103.142.226.0/23 #AS139633 EXTRANET-AS-AP EXTRANET SYSTEMS PTY LTD, AU
103.142.229.0/24 #AS139636 WORKDAY-AS-AP WORKDAY AUSTRALIA PTY LTD, AU
103.142.3.0/24 #AS138027 YAL-AS-AP Yancoal Australia Ltd, AU
103.142.32.0/24 #AS139592 BREEZECONNECT-AS-AP Breeze Connect Pty Ltd, AU
103.142.38.0/24 #AS132584 FORTYTWO24PTYLTD-AS-AP FORTYTWO24 PTY LTD, AU
103.142.40.0/23 #AS139597 WBP-AS-AP Wellcamp Business Park Pty Ltd, AU
103.14.252.0/22 #AS132361 CITRIXSYSTEMS-AS-AP Citrix Systems Asia Pacific Pty Ltd, AU
103.142.52.0/24 #AS7474 OPTUSCOM-AS01-AU SingTel Optus Pty Ltd, AU
103.142.74.0/23 #AS139603 XENEX-AS-AP Xenex Systems PTY LTD, AU
103.143.112.0/23 #AS139671 JW-AS-AP CHRISTIAN CONGREGATION OF JEHOVAHS WITNESSES AUSTRALASIA LIMITED, AU
103.143.156.0/23 #AS10080 INTERCONNECT1-AS-AP Interconnect Networks Pty Ltd, AU
103.143.185.0/24 #AS139700 CAPRICORNSPACE-AS-AP Capricorn Space Pty Ltd, AU
103.143.210.0/24 #AS139696 IDP-AS-AP IDP Education Pty Ltd, AU
103.143.216.0/23 #AS23747 IIHPL-AS-AP Intelligent IP Hosting Pty Ltd, AU
103.143.250.0/23 #AS23747 IIHPL-AS-AP Intelligent IP Hosting Pty Ltd, AU
103.143.44.0/24 #AS9723 ISEEK-AS-AP iseek Communications Pty Ltd, AU
103.143.85.0/24 #AS139666 CCS-AS-AP City of Charles Sturt, AU
103.143.94.0/24 #AS139665 CCIL-AS-AP Catholic Church Insurance Limited, AU
103.144.100.0/24 #AS138034 AAPL-AS-AP ATEN Australia Pty Ltd, AU
103.144.101.0/24 #AS139740 MPAPL-AS-AP Mobis Parts Australia Pty Ltd, AU
103.144.124.0/24 #AS139747 CCI-AS-AP Childrens Cancer Institute Australia, AU
103.144.150.0/24 #AS56113 CHALLENGER-AS-AP ASN for Challenger, AU
103.144.151.0/24 #AS139756 MERREDINWIRELESS-AS-AP CHRISS TV AND SATELLITE, AU
103.144.23.0/24 #AS139723 CLOUDCONNECT-AS-AP Cloud Connect WA Pty Ltd, AU
103.14.47.0/24 #AS56072 RSPCAQLD-AU 139 Wacol Station Road, AU
103.144.83.0/24 #AS56294 VMVAULT-AS-AP VMvault Pty Ltd, AU
103.144.95.0/24 #AS139737 CRC-AS-AP Catholic Regional College Caroline Springs, AU
103.144.98.0/23 #AS139736 APEXHOST-AS-AP Apexhost Pty Ltd, AU
103.145.116.0/23 #AS38803 GTELECOM-AS-AP Gtelecom Pty Ltd, AU
103.14.52.0/22 #AS2764 AAPT AAPT Limited, AU
103.145.230.0/23 #AS152738 THOMAS-AS-AP RetroAI, AU
103.145.238.0/24 #AS136000 LIGHTNING-AS-AP Lightning Broadband Pty Ltd, AU
103.145.24.0/23 #AS139777 WATERNSW-AS-AP Water NSW, AU
103.14.56.0/24 #AS7604 ZETTAGRID-AS-AP Zettagrid Pty Ltd, AU
103.14.57.0/24 #AS38880 M21-AS-AP Micron21 Datacentre Pty Ltd, AU
103.146.106.0/24 #AS139869 LUCIDITY-AS-AP Lucidity IT Pty Ltd, AU
103.146.112.0/23 #AS136557 HOST-AS-AP Host Universal Pty Ltd, AU
103.146.152.0/23 #AS139891 ONEWIFI-AS-AP OneWiFi & Infrastructure, AU
103.146.162.0/23 #AS139890 TAS-AS-AP TRANSACTION SOLUTIONS LIMITED, AU
103.146.194.0/24 #AS134830 HOST-AS-AP Host Universal Pty Ltd Business Connections, AU
103.146.248.0/24 #AS139909 COLLECTIVEGATEWAY-AS-AP COLLECTIVE GATEWAY, AU
103.146.25.0/24 #AS139845 CARLISLEHOMES-AS-AP CARLISLE HOMES PTY LTD, AU
103.146.39.0/24 #AS138165 SISP-AS-AP Strategic Integrated Solutions PL, AU
103.146.47.0/24 #AS139848 SHIPL-AS-AP SAFEGUARD HOME IMPROVEMENTS PTY LTD, AU
103.146.5.0/24 #AS139843 BAYSIDECOUNCIL-AS-AP Bayside Council, AU
103.146.87.0/24 #AS139868 TRI-AS-AP Translational Research Institute, AU
103.146.98.0/24 #AS38825 TPP-PL-AS-AP Third Party Platform Pty Ltd, AU
103.147.180.0/24 #AS140041 TGC-AS-AP The Geelong College, AU
103.147.223.0/24 #AS140065 CIFIPTYLTD-AS-AP CiFi Pty Ltd, AU
103.147.44.0/24 #AS139917 AQUINASCOLLEGE-AS-AP Aquinas College, AU
103.148.0.0/24 #AS140064 IRC-AS-AP ISAAC REGIONAL COUNCIL, AU
103.148.126.0/24 #AS140097 BASP-AS-AP BLUESCOPE STEEL LIMITED, AU
103.148.16.0/24 #AS140070 AOSMA-AS-AP Adelaide Oval SMA Ltd, AU
103.148.220.0/24 #AS140231 EZINTERNETPTYLTD-AS-AP EZINTERNET PTY LTD, AU
103.148.222.0/23 #AS131197 FORTRESSESPORTS-AS-AP FORTRESS ESPORTS PTY. LTD., AU
103.148.234.0/24 #AS132269 COMMSPHERE-AS-AP CommSphere, AU
103.148.236.0/23 #AS132481 MMCI-AS-AP Marsh & McLennan Companies, Inc., AU
103.148.240.0/24 #AS132906 LAKEMAC-AS-AP Lake Macquarie City Council, AU
103.148.251.0/24 #AS132492 ARTC-AS-AP Australian Rail Track Corporation Limited, AU
103.148.34.0/23 #AS140074 COLLINGE-AS-AP RBWiFi, AU
103.148.61.0/24 #AS140086 UAL-AS-AP Uniting AgeWell, AU
103.149.117.0/24 #AS140268 TECHNILIUM-AS-AP Technilium Pty. Ltd., AU
103.149.202.0/24 #AS139768 COCHLEAR-AS-AP COCHLEAR LIMITED, AU
103.149.206.0/23 #AS140325 NEXION-AS-AP NEXION Networks Pty Ltd, AU
103.149.217.0/24 #AS132269 COMMSPHERE-AS-AP CommSphere, AU
103.149.218.0/24 #AS151413 DLBGROUPPTYLTD-AS-AP dlbNetworks, AU
103.149.227.0/24 #AS140382 WSIP-AS-AP Way South Internet & Phone, AU
103.149.237.0/24 #AS140503 PEGASYSTEMS-AS-AP Pegasystems Pty Ltd., AU
103.14.94.0/23 #AS132397 POWERNET-AU PowerNET IT Consultants Pty Ltd, AU
103.149.43.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
103.149.46.0/24 #AS8888 XTOM xTom Pty Ltd, AU
103.149.88.0/23 #AS136771 WILDERWINDPTYLTD-AS-AP WILDERWIND PTY LTD, AU
103.150.134.0/23 #AS140576 VPSBLOCKSPTYLTD-AS-AP VPSBlocks Pty Ltd, AU
103.150.144.0/23 #AS1221 ASN-TELSTRA Telstra Limited, AU
103.150.171.0/24 #AS38572 MATERHOSPITAL-AS-AP Mater Health Services Brisbane Limited, AU
103.150.176.0/24 #AS140587 WESTERNHEALTH-AS-AP Western Health, AU
103.150.198.0/24 #AS2764 AAPT AAPT Limited, AU
103.150.213.0/24 #AS140598 WI-SKY-AS-AP Wi-Sky Queensland Pty Ltd, AU
103.150.23.0/24 #AS2764 AAPT AAPT Limited, AU
103.150.246.0/23 #AS56294 VMVAULT-AS-AP VMvault Pty Ltd, AU
103.150.248.0/23 #AS38887 NABINVEST-AS-AP NAB Investment Holdings Pty Ltd, AU
103.150.29.0/24 #AS141161 HSBC-AS-AP HSBC BANK AUSTRALIA LIMITED, AU
103.150.31.0/24 #AS136557 HOST-AS-AP Host Universal Pty Ltd, AU
103.150.71.0/24 #AS151824 ANYPOINTPTYLTD-AS-AP Anypoint Pty Ltd, AU
103.150.77.0/24 #AS138013 QPS-AS-AP QUEST PAYMENT SYSTEMS PTY LTD, AU
103.151.144.0/24 #AS140670 PACT-AS-AP pact it solutions, AU
103.151.174.0/24 #AS140678 VHUBNETWORK-AS-AP vHub Network, AU
103.151.224.0/23 #AS23907 BSTPL-AS-AP Blue Sky Telecom Pty Ltd, AU
103.151.249.0/24 #AS140703 COMPUTERTALK-AS-AP COMPUTERTALK PTY LTD, AU
103.151.25.0/24 #AS137549 ANYCASTHOLDINGS-AS-AP Anycast Holdings Pty Ltd, AU
103.15.148.0/22 #AS17551 ANYCAST-AS-AP Anycast Global Backbone, AU
103.151.49.0/24 #AS4826 VOCUS-BACKBONE-AS Vocus Connect International Backbone, AU
103.15.162.0/23 #AS150333 COTCOGC-AS-AP GOLD COAST CITY COUNCIL, AU
103.151.64.0/23 #AS140627 ONEQODEASSETS-AS-AP OneQode, AU
103.151.78.0/24 #AS136900 IQNETNSW-AS-AP IQ NET NSW PTY LTD, AU
103.151.79.0/24 #AS38070 ALLEMAND-AS-AP LEE JOHN ALLEMAND, AU
103.151.83.0/24 #AS140643 NETBRIGHT-AS-AP Netbright, AU
103.151.84.0/24 #AS138013 QPS-AS-AP QUEST PAYMENT SYSTEMS PTY LTD, AU
103.151.86.0/23 #AS140637 MTG-MG Macquarie Technology Operations Pty Limited, AU
103.152.0.0/24 #AS140583 OPTITELPTYLTD-AS-AP OPTITEL PTY LTD, AU
103.15.204.0/22 #AS24130 TPG-AU TPG Internet Pty Ltd., AU
103.15.208.0/22 #AS132484 MPAMSHL-AS-AP MUFG PENSION & MARKET SERVICES HOLDINGS LIMITED, AU
103.152.128.0/23 #AS135060 TELAIRPTYLTD-AS-AP Telair Pty Ltd, AU
103.152.196.0/23 #AS140885 FADEDSERVERS1-AS-AP FADEDSERVERS PTY LTD, AU
103.152.2.0/23 #AS58580 FASTRACK Fastrack Technology, AU
103.152.204.0/23 #AS140880 MONOCERAPTYLTD-AS-AP Monocera Pty Ltd, AU
103.152.222.0/23 #AS38038 LITNETWORKS-AS-AP Lit Networks Pty Ltd, AU
103.152.245.0/24 #AS140891 UCITPTYLIMITED-AS-AP UCIT Pty Limited, AU
103.152.248.0/23 #AS133104 INSTRACORPORATION-AS-AP Instra Corporation Pty Ltd, AU
103.152.33.0/24 #AS135301 IQ3PTYLTD-AS-AP iQ3 Pty Ltd., AU
103.15.234.0/24 #AS38719 DREAMSCAPE-AS-AP Dreamscape Networks Limited, AU
103.15.236.0/23 #AS152699 SHOCKBYTEPTYLTD-AS-AP Shockbyte Pty Ltd, AU
103.152.55.0/24 #AS140730 UCNTS-AS-AP UNIVERSAL CUSTOMISED NETWORKING TECHNICAL SOLUTIONS PTY LTD, AU
103.152.64.0/23 #AS140736 LEDC-AS-AP Edge Data Centres Pty Ltd, AU
103.152.74.0/24 #AS2764 AAPT AAPT Limited, AU
103.152.75.0/24 #AS140735 SPLC-AS-AP St Peters Lutheran College, AU
103.153.1.0/24 #AS2764 AAPT AAPT Limited, AU
103.153.119.0/24 #AS9268 OVERTHEWIRE-AS-AP Over The Wire Pty Ltd, AU
103.153.152.0/23 #AS140933 GEEKNETWORKS-AS-AP GEEK INSIDE NETWORKS, AU
103.153.158.0/23 #AS45411 APCSNET-AU APCS Australia, AU
103.153.164.0/24 #AS38333 SYMBIO-AS-AU-AP Symbio Networks, AU
103.153.18.0/23 #AS140999 JETEMAIL-AS-AP JetEmail Pty Ltd, AU
103.153.194.0/23 #AS140956 OGPL-AS-AP ONEIRIC GROUP PTY LTD, AU
103.153.20.0/23 #AS141000 LPLTAH-AS-AP HYPERIX, AU
103.153.236.0/23 #AS140968 ALINTA-AS-AP Alinta Servco Pty Ltd, AU
103.153.238.0/23 #AS140967 STEELE-NETWORKS-AS-AP Steele Networks Pty Ltd, AU
103.153.242.0/23 #AS38172 IPSTAR-AS-AU IPSTAR Australia Pty Ltd., AU
103.153.30.0/24 #AS140896 LTSPL-AS-AP Lumity Technology Solutions Pty Ltd, AU
103.153.54.0/24 #AS140905 KEEPITAS-AS-AP Keepit AS, AU
103.153.56.0/24 #AS17477 MCT-SYDNEY Macquarie Technology Operations Pty Limited, AU
103.153.59.0/24 #AS136254 RSPL-AS-AP Rivercity Solutions Pty Ltd, AU
103.153.8.0/23 #AS140892 AGGREGATEITPTYLTD-AS-AP Auswide Services IT, AU
103.153.90.0/23 #AS140910 OZOT-AS-AP Ozot, AU
103.154.154.0/23 #AS140994 GIGAWAVE-AS-AP Gigawave Communications, AU
103.154.249.0/24 #AS7474 OPTUSCOM-AS01-AU SingTel Optus Pty Ltd, AU
103.154.28.0/24 #AS2764 AAPT AAPT Limited, AU
103.154.29.0/24 #AS141002 NETWORK1-AS-AP Network Technologies Queensland Pty Ltd, AU
103.155.139.0/24 #AS141165 AURL-AS-AP Australian United Retailers Ltd., AU
103.155.181.0/24 #AS7474 OPTUSCOM-AS01-AU SingTel Optus Pty Ltd, AU
103.155.36.0/23 #AS151660 NEPTUNEINTERNET-AS-AP Neptune Internet, AU
103.155.38.0/23 #AS141036 CLOUDBANDPTYLTD-AS-AP Cloudband Pty Ltd, AU
103.155.55.0/24 #AS141046 KMAPL-AS-AP KIA MOTORS AUSTRALIA PTY LIMITED, AU
103.155.6.0/23 #AS139253 FOITGROUP-AS-AP FOIT Group PTY LTD, AU
103.155.97.0/24 #AS132900 ASCHAMSCHOOLLTD-AS-AP Ascham School LTD, AU
103.1.56.0/22 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
103.156.131.0/24 #AS141211 MIDCOAST-AS-AP MID-COAST COUNCIL, AU
103.156.135.0/24 #AS135585 CCGL-AS-AP Credit Corp Group Limited, AU
103.156.156.0/23 #AS136000 LIGHTNING-AS-AP Lightning Broadband Pty Ltd, AU
103.156.194.0/24 #AS56199 THOMAX-AU THOMAX TECH SYD, AU
103.156.198.0/24 #AS141229 PWAH-AS-AP Peter Warren Automotive Holdings, AU
103.156.80.0/23 #AS141204 TISYSTEMS-AS-AP TI SYSTEMS AUSTRALIA PTY LTD, AU
103.157.100.0/24 #AS38070 ALLEMAND-AS-AP LEE JOHN ALLEMAND, AU
103.157.103.0/24 #AS45671 AS45671-NET-AU Wholesale Services Provider, AU
103.157.106.0/23 #AS56294 VMVAULT-AS-AP VMvault Pty Ltd, AU
103.157.108.0/23 #AS141353 AAMCPL-AS-AP ANGLO AMERICAN METALLURGICAL COAL PTY LTD, AU
103.157.110.0/23 #AS18250 GEEK-AS-AP GEEK NETWORKS PTY LIMITED, AU
103.157.140.0/23 #AS141360 PCPPL-AS-AP Premier Contact Point Pty Ltd, AU
103.157.17.0/24 #AS140583 OPTITELPTYLTD-AS-AP OPTITEL PTY LTD, AU
103.157.244.0/23 #AS7492 NEXON-GLOBAL-BACKBONE-ASN Nexon Global Backbone, AU
103.15.73.0/24 #AS132370 CIVICA-NET6-AS-AP Civica Pty Limited, AU
103.157.56.0/24 #AS134185 Q10SYSTEMSPTYLTD-AS-AP Q10 SYSTEMS PTY LTD, AU
103.157.57.0/24 #AS7594 ONQ-AS-AP On Q, AU
103.157.68.0/24 #AS45671 AS45671-NET-AU Wholesale Services Provider, AU
103.157.84.0/24 #AS4826 VOCUS-BACKBONE-AS Vocus Connect International Backbone, AU
103.158.19.0/24 #AS141392 SUNWATERLIMITED-AS-AP Sunwater Limited, AU
103.158.232.0/23 #AS141422 COMTEL-AS-AP COMTEL PTY. LIMITED, AU
103.158.243.0/24 #AS151660 NEPTUNEINTERNET-AS-AP Neptune Internet, AU
103.158.34.0/24 #AS139751 MISPL-AS-AP MCG IT Services Pty Ltd, AU
103.158.51.0/24 #AS141403 OSIPL-AS-AP Open Spaces Internet Pty Ltd, AU
103.158.60.0/23 #AS141399 SPECSAVERSPTYLTD-AS-AP Specsavers Pty Ltd, AU
103.158.6.0/24 #AS56073 FIRSTFOCUS-AS-AP First Focus Pty Ltd, AU
103.158.64.0/24 #AS141402 SAC-AS-AP St Augustines College-Sydney, AU
103.158.84.0/23 #AS141401 BANKOFSYDNEY-AS-AP Bank of Sydney, AU
103.159.236.0/23 #AS141457 ATHPL-AS-AP Indigo Wholesale, AU
103.159.82.0/24 #AS140598 WI-SKY-AS-AP Wi-Sky Queensland Pty Ltd, AU
103.1.60.0/22 #AS17978 SERVCORP SERVCORP AUSTRALIAN HOLDINGS LTD, AU
103.160.110.0/23 #AS134459 INFOTECH-AS-AP Infotech Solutions Pty Ltd, AU
103.160.116.0/23 #AS9449 QLDVOIP-AU QLD VoIP Services Australia, AU
103.160.130.0/23 #AS55736 DATAKNOX-DNX Dataknox Pty Limited, AU
103.160.162.0/24 #AS134472 SYSTIMAPTYLTD-AS-AP SYSTIMA PTY LTD, AU
103.160.60.0/23 #AS134456 ACAPL-AS-AP Akuna Capital Australia Pty Ltd, AU
103.161.197.0/24 #AS141700 CNCPL-AS-AP CLOUD NINE COMMUNICATIONS PTY LTD, AU
103.161.222.0/24 #AS141885 CFSPL-AS-AP CHUBB FIRE & SECURITY PTY LTD, AU
103.161.227.0/24 #AS38716 DCWEST-AS-AU-AP DC West Pty. Ltd., AU
103.161.244.0/23 #AS141682 AIPL-AS-AP APIDT Infrastructure Pty Ltd, AU
103.161.252.0/24 #AS141684 DOCS-AS-AP Department of Customer Service, AU
103.16.128.0/22 #AS133159 MAMMOTHMEDIA-AS-AP Mammoth Media Pty Ltd, AU
103.16.134.0/23 #AS38716 DCWEST-AS-AU-AP DC West Pty. Ltd., AU
103.16.148.0/22 #AS17766 NEXON-AS-AP Nexon Asia Pacific Pty Ltd, AU
103.161.58.0/24 #AS134498 FREMANTLE-AS-AP Fremantle Port Authority, AU
103.16.194.0/23 #AS134555 ENCOO-AS-AP Encoo Pty Ltd, AU
103.16.210.0/23 #AS132611 TECHEPTYLTD-AS-AP Tech-e Pty Ltd, AU
103.162.154.0/23 #AS141719 SCHPL-AS-AP Serenitas Communities Holdings Pty Ltd, AU
103.162.204.0/24 #AS141727 ADTPL-AS-AP Advanced Design Technology Pty Ltd, AU
103.162.248.0/23 #AS141733 LEGION2-AS-AP Legion Telecom Pty Ltd, AU
103.163.2.0/24 #AS141734 RIPL-AS-AP Rapid Internet Pty Ltd, AU
103.163.34.0/23 #AS2764 AAPT AAPT Limited, AU
103.163.5.0/24 #AS136735 DATAKNOX-AS-AP DataKnox Pty Limited, AU
103.163.94.0/24 #AS141743 STRIPEHOSTING-AS-AP Stripe Hosting, AU
103.164.128.0/23 #AS55736 DATAKNOX-DNX Dataknox Pty Limited, AU
103.164.144.0/24 #AS136183 WTPL-AS-AP Williams Technology Pty Ltd, AU
103.164.2.0/24 #AS140065 CIFIPTYLTD-AS-AP CiFi Pty Ltd, AU
103.164.30.0/24 #AS141992 DOCAJ-AS-AP Department of Communities and Justice DCJ, AU
