194.26.101.0/24 #AS48742 EURO-NET-PL-AS, PL
185.84.136.0/22 #AS48760 OGICOM, PL
195.62.12.0/23 #AS48760 OGICOM, PL
91.212.30.0/24 #AS48782 FRONTEX-AS, PL
46.238.212.0/22 #AS48789 RFC-INTERNET, PL
46.238.228.0/22 #AS48789 RFC-INTERNET, PL
46.238.236.0/22 #AS48789 RFC-INTERNET, PL
46.238.240.0/21 #AS48789 RFC-INTERNET, PL
46.238.248.0/23 #AS48789 RFC-INTERNET, PL
46.239.176.0/20 #AS48789 RFC-INTERNET, PL
89.191.152.0/23 #AS48789 RFC-INTERNET, PL
89.191.154.0/24 #AS48789 RFC-INTERNET, PL
94.101.16.0/20 #AS48789 RFC-INTERNET, PL
94.141.135.0/24 #AS48789 RFC-INTERNET, PL
94.141.152.0/23 #AS48789 RFC-INTERNET, PL
185.174.152.0/23 #AS48789 RFC-INTERNET, PL
185.179.57.0/24 #AS48789 RFC-INTERNET, PL
193.104.229.0/24 #AS48789 RFC-INTERNET, PL
194.177.28.0/22 #AS48790 USTRONET-, PL
195.85.230.0/24 #AS48859 NPC-AS, PL
45.159.81.0/24 #AS48896 DHOSTING-AS Warsaw, Poland, PL
45.159.82.0/23 #AS48896 DHOSTING-AS Warsaw, Poland, PL
80.73.250.0/24 #AS48896 DHOSTING-AS Warsaw, Poland, PL
109.95.152.0/21 #AS48896 DHOSTING-AS Warsaw, Poland, PL
195.85.85.0/24 #AS48896 DHOSTING-AS Warsaw, Poland, PL
195.88.50.0/23 #AS48896 DHOSTING-AS Warsaw, Poland, PL
195.191.232.0/23 #AS48896 DHOSTING-AS Warsaw, Poland, PL
91.215.0.0/22 #AS48947 AERONET-AS, PL
37.46.13.0/24 #AS48956 HYPERNET-AS, PL
37.46.14.0/23 #AS48956 HYPERNET-AS, PL
45.90.0.0/23 #AS48956 HYPERNET-AS, PL
91.207.52.0/23 #AS48956 HYPERNET-AS, PL
91.230.42.0/23 #AS48956 HYPERNET-AS, PL
91.246.104.0/21 #AS48956 HYPERNET-AS, PL
193.254.238.0/23 #AS48956 HYPERNET-AS, PL
195.88.114.0/23 #AS48956 HYPERNET-AS, PL
91.212.86.0/24 #AS48963 NEOBANK-NET-ASN ul. Grochowe Laki 4, PL
185.251.199.0/24 #AS48992 ALKM-AS, PL
95.131.33.0/24 #AS49001 LEON-GLOBAL, PL
95.131.35.0/24 #AS49001 LEON-GLOBAL, PL
95.131.37.0/24 #AS49001 LEON-GLOBAL, PL
185.194.220.0/22 #AS49001 LEON-GLOBAL, PL
194.35.236.0/23 #AS49007 PL-NET4ME-TR-AS, PL
194.92.79.0/24 #AS49035 MIKROBI, PL
194.92.88.0/22 #AS49035 MIKROBI, PL
195.187.156.0/23 #AS49035 MIKROBI, PL
195.187.158.0/24 #AS49035 MIKROBI, PL
91.213.71.0/24 #AS49047 PCSI-ASN, PL
83.175.128.0/24 #AS49102 CONNECTED, PL
91.230.120.0/24 #AS49102 CONNECTED, PL
93.159.128.0/18 #AS49102 CONNECTED, PL
91.212.155.0/24 #AS49141 CASUS_AS, PL
91.232.112.0/24 #AS49149 EDFPL-NET, PL
45.141.1.0/24 #AS49151 MULTI-IP, PL
185.53.147.0/24 #AS49151 MULTI-IP, PL
185.138.227.0/24 #AS49196 PL-INSYS-AS, PL
91.212.165.0/24 #AS49197 MEDICOVERPL-AS, PL
46.243.204.0/24 #AS49200 SPERASOFT, PL
46.243.207.0/24 #AS49200 SPERASOFT, PL
46.243.208.0/24 #AS49200 SPERASOFT, PL
46.243.213.0/24 #AS49200 SPERASOFT, PL
46.243.216.0/24 #AS49200 SPERASOFT, PL
91.212.168.0/24 #AS49200 SPERASOFT, PL
80.68.224.0/20 #AS49242 INTERNETUNION1, PL
89.35.144.0/22 #AS49242 INTERNETUNION1, PL
93.158.232.0/22 #AS49242 INTERNETUNION1, PL
185.21.148.0/22 #AS49242 INTERNETUNION1, PL
188.121.0.0/19 #AS49242 INTERNETUNION1, PL
193.28.84.0/24 #AS49242 INTERNETUNION1, PL
91.234.176.0/24 #AS49258 DOMENAPL-AS domena.pl autonomous system, PL
185.161.160.0/24 #AS49264 WEZYRHOLIDAYS, PL
192.175.48.1/32 #AS49269 TP-3SF-AS, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS49277 OPENMAKERS-AS, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
62.122.232.0/21 #AS49290 WIESZOWANET-AS, PL
91.195.92.0/23 #AS49290 WIESZOWANET-AS, PL
91.198.89.0/24 #AS49290 WIESZOWANET-AS, PL
185.242.252.0/22 #AS49290 WIESZOWANET-AS, PL
193.25.248.0/22 #AS49290 WIESZOWANET-AS, PL
213.108.8.0/21 #AS49300 IBSELEKTR-AS, PL
91.212.223.0/24 #AS49370 ORLEN, PL
194.1.196.0/24 #AS49370 ORLEN, PL
91.212.242.0/24 #AS49420 APLITT, PL
91.231.221.0/24 #AS49420 APLITT, PL
185.42.185.0/24 #AS49420 APLITT, PL
31.42.0.0/20 #AS49528 ALFANET-PL-AS, PL
185.19.116.0/22 #AS49528 ALFANET-PL-AS, PL
185.55.67.0/24 #AS49528 ALFANET-PL-AS, PL
195.88.28.0/23 #AS49528 ALFANET-PL-AS, PL
192.175.48.1/32 #AS49543 MIKEMI-AS, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
185.41.22.0/24 #AS49559 IP_TRANSIT_1-IX, PL
185.212.249.0/24 #AS49559 IP_TRANSIT_1-IX, PL
185.212.250.0/24 #AS49559 IP_TRANSIT_1-IX, PL
185.239.26.0/23 #AS49559 IP_TRANSIT_1-IX, PL
193.57.44.0/22 #AS49559 IP_TRANSIT_1-IX, PL
91.213.38.0/24 #AS49564 EMPIK-S-A, PL
91.229.56.0/24 #AS49601 UNITEL-MEDIA, PL
91.229.182.0/24 #AS49601 UNITEL-MEDIA, PL
185.189.124.0/22 #AS49601 UNITEL-MEDIA, PL
185.226.60.0/22 #AS49601 UNITEL-MEDIA, PL
185.252.96.0/22 #AS49601 UNITEL-MEDIA, PL
193.162.107.0/24 #AS49601 UNITEL-MEDIA, PL
91.213.58.0/24 #AS49611 BPSA-AS, PL
92.63.32.0/20 #AS49633 MGK-AS Kilinskiego 1b, PL
185.13.144.0/22 #AS49633 MGK-AS Kilinskiego 1b, PL
185.106.168.0/22 #AS49633 MGK-AS Kilinskiego 1b, PL
213.109.32.0/24 #AS49649 GMAN-EDU, PL
82.177.48.0/24 #AS49664 CANPACK-AS, PL
88.220.107.0/24 #AS49664 CANPACK-AS, PL
193.104.2.0/24 #AS49708 AS_OBRPR, PL
94.240.8.0/22 #AS49715 PL-WLANTECH-AS, PL
193.84.182.0/24 #AS49715 PL-WLANTECH-AS, PL
193.192.62.0/23 #AS49715 PL-WLANTECH-AS, PL
194.169.228.0/24 #AS49715 PL-WLANTECH-AS, PL
213.108.152.0/21 #AS49715 PL-WLANTECH-AS, PL
91.198.209.0/24 #AS49743 FINEMEDIA-WROCLAW, PL
185.13.172.0/22 #AS49743 FINEMEDIA-WROCLAW, PL
188.122.0.0/19 #AS49743 FINEMEDIA-WROCLAW, PL
95.215.76.0/22 #AS49761 PL-TELESIM-AS, PL
109.197.39.0/24 #AS49761 PL-TELESIM-AS, PL
193.28.226.0/24 #AS49761 PL-TELESIM-AS, PL
193.37.140.0/24 #AS49761 PL-TELESIM-AS, PL
195.211.8.0/22 #AS49761 PL-TELESIM-AS, PL
46.22.174.0/24 #AS49785 AWIST, PL
91.217.198.0/24 #AS49785 AWIST, PL
91.226.50.0/23 #AS49785 AWIST, PL
93.159.190.0/23 #AS49785 AWIST, PL
193.164.254.0/23 #AS49785 AWIST, PL
91.90.112.0/21 #AS49787 PL-STRONG-PC-AS, PL
156.67.96.0/22 #AS49787 PL-STRONG-PC-AS, PL
195.242.134.0/23 #AS49787 PL-STRONG-PC-AS, PL
192.175.48.1/32 #AS49831 CIX Cracow Internet eXchange, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS49873 VMPL-ROAMING, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS49876 NETSYSTEM, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
95.143.240.0/20 #AS49888 ULTRANET-AS, PL
46.254.72.0/22 #AS49895 DCENTER-AS, PL
46.254.76.0/24 #AS49895 DCENTER-AS, PL
46.254.79.0/24 #AS49895 DCENTER-AS, PL
213.5.8.0/21 #AS49895 DCENTER-AS, PL
193.104.45.0/24 #AS49946 KAMSOFT, PL
193.28.189.0/24 #AS49989 CERAMIKA-AS, PL
91.213.107.0/24 #AS49998 COMP-ASN-MS, PL
193.104.71.0/24 #AS50014 NOWYSTYL, PL
185.119.208.0/22 #AS50016 FORTES-AS, PL
109.94.240.0/20 #AS50086 WIFIKOMPUTER, PL
155.133.88.0/24 #AS50095 HAPAY-AS, PL
193.254.246.0/23 #AS50095 HAPAY-AS, PL
91.208.44.0/24 #AS50101 GBP-AS, PL
192.175.48.1/32 #AS50116 PL-PIOSIK-AS, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
176.99.48.0/21 #AS50121 NETMAR-AS ul. Sobieskiego 30E, PL
193.242.212.0/23 #AS50121 NETMAR-AS ul. Sobieskiego 30E, PL
37.139.72.0/21 #AS50153 NET-BIS-AS, PL
93.157.88.0/21 #AS50153 NET-BIS-AS, PL
185.161.92.0/22 #AS50153 NET-BIS-AS, PL
195.189.88.0/22 #AS50153 NET-BIS-AS, PL
88.135.160.0/20 #AS50188 KOLNET, PL
95.215.192.0/21 #AS50188 KOLNET, PL
213.5.248.0/21 #AS50188 KOLNET, PL
192.175.48.1/32 #AS50212 MEVIX, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
80.65.212.0/22 #AS50231 SYRION-AS, PL
81.30.136.0/23 #AS50231 SYRION-AS, PL
81.30.140.0/22 #AS50231 SYRION-AS, PL
89.200.160.0/21 #AS50231 SYRION-AS, PL
91.123.208.0/20 #AS50231 SYRION-AS, PL
91.205.244.0/22 #AS50231 SYRION-AS, PL
91.233.69.0/24 #AS50231 SYRION-AS, PL
91.233.70.0/23 #AS50231 SYRION-AS, PL
91.233.72.0/22 #AS50231 SYRION-AS, PL
94.232.32.0/21 #AS50231 SYRION-AS, PL
109.95.232.0/21 #AS50231 SYRION-AS, PL
109.196.48.0/20 #AS50231 SYRION-AS, PL
193.17.54.0/24 #AS50231 SYRION-AS, PL
193.27.210.0/23 #AS50231 SYRION-AS, PL
193.34.220.0/22 #AS50231 SYRION-AS, PL
193.150.42.0/23 #AS50231 SYRION-AS, PL
193.150.44.0/22 #AS50231 SYRION-AS, PL
195.14.116.0/23 #AS50231 SYRION-AS, PL
195.189.40.0/22 #AS50231 SYRION-AS, PL
213.5.136.0/21 #AS50231 SYRION-AS, PL
109.196.0.0/20 #AS50239 MDI-MEDIA, PL
188.191.52.0/24 #AS50243 YDP-AS, PL
45.85.184.0/23 #AS50247 ITCOMP, PL
45.131.33.0/24 #AS50247 ITCOMP, PL
45.131.34.0/24 #AS50247 ITCOMP, PL
91.218.240.0/24 #AS50247 ITCOMP, PL
91.224.142.0/23 #AS50247 ITCOMP, PL
109.95.88.0/21 #AS50247 ITCOMP, PL
109.196.80.0/20 #AS50247 ITCOMP, PL
109.197.36.0/23 #AS50247 ITCOMP, PL
109.207.103.0/24 #AS50247 ITCOMP, PL
185.129.124.0/22 #AS50247 ITCOMP, PL
185.178.236.0/22 #AS50247 ITCOMP, PL
193.106.238.0/24 #AS50247 ITCOMP, PL
194.1.252.0/24 #AS50247 ITCOMP, PL
192.175.48.1/32 #AS50253 CONNECTEDHOME, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
185.41.22.0/23 #AS50263 IXP-1-IX-EU 1-IX Internet Exchange, PL
185.212.249.0/24 #AS50263 IXP-1-IX-EU 1-IX Internet Exchange, PL
185.212.250.0/24 #AS50263 IXP-1-IX-EU 1-IX Internet Exchange, PL
185.239.26.0/23 #AS50263 IXP-1-IX-EU 1-IX Internet Exchange, PL
192.108.148.0/24 #AS50263 IXP-1-IX-EU 1-IX Internet Exchange, PL
193.57.44.0/23 #AS50263 IXP-1-IX-EU 1-IX Internet Exchange, PL
192.175.48.1/32 #AS50278 METRONETWORKS, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
178.217.192.0/21 #AS50331 CITYNET, PL
85.255.240.0/20 #AS50333 ELEKTRON, PL
91.214.0.0/22 #AS50349 TIMPLUS, PL
93.190.36.0/22 #AS50349 TIMPLUS, PL
217.11.128.0/22 #AS50349 TIMPLUS, PL
193.24.14.0/24 #AS50355 MSWIA change 016-02-2024, PL
109.95.136.0/22 #AS50366 ALTERTEL-AS, PL
109.95.140.0/24 #AS50366 ALTERTEL-AS, PL
192.175.48.1/32 #AS50408 CDP-TP-AS, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
37.130.8.0/22 #AS50411 ITVMEDIA, PL
37.130.12.0/23 #AS50411 ITVMEDIA, PL
45.138.152.0/22 #AS50411 ITVMEDIA, PL
94.103.252.0/22 #AS50411 ITVMEDIA, PL
109.196.144.0/20 #AS50411 ITVMEDIA, PL
185.49.200.0/22 #AS50411 ITVMEDIA, PL
185.92.248.0/22 #AS50411 ITVMEDIA, PL
194.124.220.0/22 #AS50411 ITVMEDIA, PL
195.2.212.0/23 #AS50411 ITVMEDIA, PL
195.2.242.0/23 #AS50411 ITVMEDIA, PL
193.105.20.0/24 #AS50423 WARDYNSKI-AS, PL
193.104.88.0/24 #AS50426 KGN-AS, PL
195.191.63.0/24 #AS50444 ARCHETON, PL
31.134.48.0/20 #AS50467 BESKID-MEDIA-AS, PL
46.151.16.0/21 #AS50467 BESKID-MEDIA-AS, PL
87.239.168.0/21 #AS50467 BESKID-MEDIA-AS, PL
91.221.88.0/23 #AS50467 BESKID-MEDIA-AS, PL
109.95.112.0/21 #AS50467 BESKID-MEDIA-AS, PL
109.95.144.0/21 #AS50467 BESKID-MEDIA-AS, PL
178.218.224.0/20 #AS50467 BESKID-MEDIA-AS, PL
185.235.76.0/24 #AS50467 BESKID-MEDIA-AS, PL
193.106.208.0/23 #AS50467 BESKID-MEDIA-AS, PL
193.200.133.0/24 #AS50467 BESKID-MEDIA-AS, PL
192.175.48.1/32 #AS50481 FIBERTECH, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
193.105.63.0/24 #AS50493 DCT-GDANSK-AS, PL
109.207.96.0/22 #AS50550 K3, PL
109.207.100.0/24 #AS50550 K3, PL
109.207.102.0/24 #AS50550 K3, PL
81.15.157.0/24 #AS50551 EUROPC-AS, PL
185.48.31.0/24 #AS50551 EUROPC-AS, PL
193.105.110.0/24 #AS50557 SENDNET-AS, PL
91.235.216.0/22 #AS50561 PL-PWSZWELBLAGU-AS, PL
185.32.156.0/22 #AS50561 PL-PWSZWELBLAGU-AS, PL
193.107.32.0/22 #AS50561 PL-PWSZWELBLAGU-AS, PL
91.235.160.0/22 #AS50584 DOMINET, PL
91.239.36.0/24 #AS50584 DOMINET, PL
109.95.200.0/21 #AS50584 DOMINET, PL
193.105.32.0/24 #AS50584 DOMINET, PL
83.150.236.0/24 #AS50599 Autonomous System for Dataspace P.S.A., PL
89.40.144.0/22 #AS50599 Autonomous System for Dataspace P.S.A., PL
91.196.14.0/23 #AS50599 Autonomous System for Dataspace P.S.A., PL
91.204.160.0/23 #AS50599 Autonomous System for Dataspace P.S.A., PL
91.204.162.0/24 #AS50599 Autonomous System for Dataspace P.S.A., PL
91.219.184.0/22 #AS50599 Autonomous System for Dataspace P.S.A., PL
91.224.60.0/23 #AS50599 Autonomous System for Dataspace P.S.A., PL
91.236.52.0/24 #AS50599 Autonomous System for Dataspace P.S.A., PL
91.236.54.0/23 #AS50599 Autonomous System for Dataspace P.S.A., PL
91.244.225.0/24 #AS50599 Autonomous System for Dataspace P.S.A., PL
128.0.54.0/24 #AS50599 Autonomous System for Dataspace P.S.A., PL
185.11.128.0/22 #AS50599 Autonomous System for Dataspace P.S.A., PL
185.72.196.0/22 #AS50599 Autonomous System for Dataspace P.S.A., PL
185.170.104.0/22 #AS50599 Autonomous System for Dataspace P.S.A., PL
185.200.44.0/22 #AS50599 Autonomous System for Dataspace P.S.A., PL
185.216.174.0/23 #AS50599 Autonomous System for Dataspace P.S.A., PL
185.221.110.0/24 #AS50599 Autonomous System for Dataspace P.S.A., PL
188.210.220.0/22 #AS50599 Autonomous System for Dataspace P.S.A., PL
193.105.125.0/24 #AS50599 Autonomous System for Dataspace P.S.A., PL
194.117.81.0/24 #AS50599 Autonomous System for Dataspace P.S.A., PL
195.177.216.0/23 #AS50599 Autonomous System for Dataspace P.S.A., PL
213.239.128.0/22 #AS50599 Autonomous System for Dataspace P.S.A., PL
31.6.247.0/24 #AS50606 VIRTUAOPERATOR-AS, PL
45.93.160.0/22 #AS50606 VIRTUAOPERATOR-AS, PL
45.137.224.0/22 #AS50606 VIRTUAOPERATOR-AS, PL
93.105.88.0/22 #AS50606 VIRTUAOPERATOR-AS, PL
95.160.58.0/24 #AS50606 VIRTUAOPERATOR-AS, PL
109.196.32.0/20 #AS50606 VIRTUAOPERATOR-AS, PL
109.232.28.0/22 #AS50606 VIRTUAOPERATOR-AS, PL
185.56.172.0/22 #AS50606 VIRTUAOPERATOR-AS, PL
185.215.72.0/23 #AS50606 VIRTUAOPERATOR-AS, PL
193.42.154.0/24 #AS50606 VIRTUAOPERATOR-AS, PL
194.126.233.0/24 #AS50606 VIRTUAOPERATOR-AS, PL
194.126.245.0/24 #AS50606 VIRTUAOPERATOR-AS, PL
194.126.251.0/24 #AS50606 VIRTUAOPERATOR-AS, PL
194.127.97.0/24 #AS50606 VIRTUAOPERATOR-AS, PL
194.146.248.0/22 #AS50606 VIRTUAOPERATOR-AS, PL
213.92.128.0/20 #AS50606 VIRTUAOPERATOR-AS, PL
213.92.144.0/21 #AS50606 VIRTUAOPERATOR-AS, PL
213.92.152.0/22 #AS50606 VIRTUAOPERATOR-AS, PL
213.156.100.0/22 #AS50606 VIRTUAOPERATOR-AS, PL
91.198.97.0/24 #AS50607 EPIX-KTW-GLOBALMIX, PL
176.126.56.0/23 #AS50607 EPIX-KTW-GLOBALMIX, PL
176.126.59.0/24 #AS50607 EPIX-KTW-GLOBALMIX, PL
185.48.9.0/24 #AS50607 EPIX-KTW-GLOBALMIX, PL
62.182.144.0/21 #AS50625 KROSOFT-AS, PL
82.177.204.0/24 #AS50625 KROSOFT-AS, PL
91.207.202.0/23 #AS50625 KROSOFT-AS, PL
91.230.76.0/23 #AS50625 KROSOFT-AS, PL
91.232.192.0/22 #AS50625 KROSOFT-AS, PL
94.232.216.0/21 #AS50625 KROSOFT-AS, PL
178.212.152.0/21 #AS50625 KROSOFT-AS, PL
178.212.160.0/21 #AS50625 KROSOFT-AS, PL
192.162.172.0/22 #AS50625 KROSOFT-AS, PL
194.183.60.0/23 #AS50625 KROSOFT-AS, PL
193.105.143.0/24 #AS50638 PL-ZUS-AS, PL
109.197.96.0/21 #AS50661 TELKABSPZOO-AS, PL
109.207.144.0/20 #AS50661 TELKABSPZOO-AS, PL
185.167.32.0/22 #AS50661 TELKABSPZOO-AS, PL
192.166.32.0/22 #AS50661 TELKABSPZOO-AS, PL
195.191.180.0/23 #AS50661 TELKABSPZOO-AS, PL
109.197.168.0/21 #AS50705 TELGAM-AS, PL
185.200.80.0/22 #AS50705 TELGAM-AS, PL
195.191.248.0/23 #AS50728 GALACTICA-AS, PL
91.206.154.0/23 #AS50767 FIBERLINK-AS, PL
91.224.128.0/23 #AS50767 FIBERLINK-AS, PL
91.227.0.0/22 #AS50767 FIBERLINK-AS, PL
91.230.98.0/23 #AS50767 FIBERLINK-AS, PL
176.104.176.0/21 #AS50767 FIBERLINK-AS, PL
185.233.24.0/22 #AS50767 FIBERLINK-AS, PL
193.106.228.0/22 #AS50767 FIBERLINK-AS, PL
193.107.248.0/22 #AS50767 FIBERLINK-AS, PL
193.105.229.0/24 #AS50777 SADAPELUB-AS, PL
193.105.227.0/24 #AS50786 EMPIK-AS, PL
213.192.112.0/24 #AS50828 GPEC, PL
194.247.2.0/23 #AS50829 ELPOL-AS, PL
81.15.243.0/24 #AS50830 FTS-PL-AS, PL
82.177.17.0/24 #AS50830 FTS-PL-AS, PL
85.204.27.0/24 #AS50840 AS-HITME, PL
86.106.91.0/24 #AS50840 AS-HITME, PL
185.41.68.0/22 #AS50840 AS-HITME, PL
185.242.132.0/22 #AS50840 AS-HITME, PL
193.177.164.0/23 #AS50840 AS-HITME, PL
193.178.42.0/23 #AS50840 AS-HITME, PL
194.59.140.0/23 #AS50840 AS-HITME, PL
194.59.158.0/23 #AS50840 AS-HITME, PL
192.175.48.1/32 #AS50841 ARTNET_POMIX, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
46.254.78.0/24 #AS50898 METROLINE-PL-AS, PL
91.216.64.0/24 #AS50988 BGWM_AS, PL
193.200.232.0/24 #AS50988 BGWM_AS, PL
192.175.48.1/32 #AS50993 ZD-NET, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
185.51.88.0/22 #AS51060 LANDTECH-AS, PL
185.123.220.0/22 #AS51060 LANDTECH-AS, PL
185.255.144.0/22 #AS51060 LANDTECH-AS, PL
195.254.174.0/23 #AS51060 LANDTECH-AS, PL
217.79.152.0/21 #AS51060 LANDTECH-AS, PL
91.198.20.0/24 #AS51064 GITD-, PL
91.216.125.0/24 #AS51064 GITD-, PL
194.28.200.0/22 #AS51068 DARCONNECT-AS, PL
194.28.220.0/24 #AS51068 DARCONNECT-AS, PL
194.28.223.0/24 #AS51068 DARCONNECT-AS, PL
194.165.8.0/23 #AS51068 DARCONNECT-AS, PL
178.219.96.0/20 #AS51079 MOKADI, PL
88.135.186.0/24 #AS51101 REWOLUCJA-NET, PL
91.237.72.0/23 #AS51101 REWOLUCJA-NET, PL
178.217.112.0/21 #AS51101 REWOLUCJA-NET, PL
185.230.224.0/22 #AS51101 REWOLUCJA-NET, PL
195.43.66.0/23 #AS51101 REWOLUCJA-NET, PL
195.210.12.0/23 #AS51111 MAG-AS, PL
91.203.156.0/22 #AS51146 ASARO_AS, PL
46.227.36.0/22 #AS51155 TBTELECOM, PL
178.19.176.0/20 #AS51155 TBTELECOM, PL
46.148.80.0/20 #AS51175 MULTIPLAYPL-AS, PL
83.230.40.0/21 #AS51175 MULTIPLAYPL-AS, PL
178.219.128.0/20 #AS51175 MULTIPLAYPL-AS, PL
185.11.108.0/22 #AS51175 MULTIPLAYPL-AS, PL
185.101.188.0/22 #AS51175 MULTIPLAYPL-AS, PL
188.123.199.0/24 #AS51175 MULTIPLAYPL-AS, PL
188.123.204.0/22 #AS51175 MULTIPLAYPL-AS, PL
188.123.212.0/23 #AS51175 MULTIPLAYPL-AS, PL
194.29.180.0/22 #AS51175 MULTIPLAYPL-AS, PL
195.110.50.0/23 #AS51175 MULTIPLAYPL-AS, PL
212.106.161.0/24 #AS51175 MULTIPLAYPL-AS, PL
212.106.163.0/24 #AS51175 MULTIPLAYPL-AS, PL
213.5.0.0/21 #AS51175 MULTIPLAYPL-AS, PL
213.227.68.0/22 #AS51175 MULTIPLAYPL-AS, PL
195.54.50.0/23 #AS51203 BM5-AS, PL
91.216.204.0/24 #AS51208 LSB-AS, PL
192.175.48.1/32 #AS51261 SHOOTERS-PL Shooters.PL Autonomous System, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
91.218.76.0/24 #AS51272 GENSYS-ASN, PL
62.182.208.0/21 #AS51277 OSTROWSKI-AS, PL
78.133.153.0/24 #AS51277 OSTROWSKI-AS, PL
78.133.170.0/23 #AS51277 OSTROWSKI-AS, PL
94.42.132.0/24 #AS51277 OSTROWSKI-AS, PL
31.133.0.0/21 #AS51290 HOSTEAM-AS, PL
91.206.26.0/23 #AS51290 HOSTEAM-AS, PL
91.207.168.0/23 #AS51290 HOSTEAM-AS, PL
91.216.191.0/24 #AS51290 HOSTEAM-AS, PL
91.224.220.0/23 #AS51290 HOSTEAM-AS, PL
178.217.184.0/21 #AS51290 HOSTEAM-AS, PL
128.127.93.0/24 #AS51305 TPV-POLSKA-AS, PL
195.226.198.0/24 #AS51305 TPV-POLSKA-AS, PL
45.135.216.0/22 #AS51310 MATRONIX-AS, PL
88.135.176.0/22 #AS51310 MATRONIX-AS, PL
91.221.44.0/23 #AS51310 MATRONIX-AS, PL
91.224.184.0/23 #AS51310 MATRONIX-AS, PL
176.122.244.0/23 #AS51310 MATRONIX-AS, PL
193.239.144.0/23 #AS51310 MATRONIX-AS, PL
194.31.252.0/24 #AS51310 MATRONIX-AS, PL
185.31.88.0/22 #AS51323 WAN-PWPW, PL
178.212.40.0/21 #AS51337 DEBACOM-ASN, PL
178.215.192.0/20 #AS51337 DEBACOM-ASN, PL
80.82.24.0/24 #AS51353 INTRINO-AS, PL
77.87.72.0/24 #AS51373 TELKONEKT-AS TELKONEKT Autonomous System, PL
91.218.156.0/22 #AS51373 TELKONEKT-AS TELKONEKT Autonomous System, PL
94.24.28.0/24 #AS51373 TELKONEKT-AS TELKONEKT Autonomous System, PL
94.24.79.0/24 #AS51373 TELKONEKT-AS TELKONEKT Autonomous System, PL
178.251.120.0/24 #AS51373 TELKONEKT-AS TELKONEKT Autonomous System, PL
185.44.216.0/22 #AS51373 TELKONEKT-AS TELKONEKT Autonomous System, PL
185.80.59.0/24 #AS51373 TELKONEKT-AS TELKONEKT Autonomous System, PL
193.33.8.0/23 #AS51373 TELKONEKT-AS TELKONEKT Autonomous System, PL
178.214.0.0/19 #AS51390 MTMINFO-AS, PL
91.218.196.0/22 #AS51393 SOFTOMASZ-AS, PL
195.136.2.0/23 #AS51393 SOFTOMASZ-AS, PL
91.239.244.0/22 #AS51394 AKASHANET-AS, PL
178.212.120.0/21 #AS51394 AKASHANET-AS, PL
91.103.144.0/22 #AS51399 PL-FIBERWAY-AS, PL
91.217.0.0/23 #AS51399 PL-FIBERWAY-AS, PL
91.218.200.0/22 #AS51399 PL-FIBERWAY-AS, PL
91.218.208.0/22 #AS51399 PL-FIBERWAY-AS, PL
110.172.146.0/24 #AS51399 PL-FIBERWAY-AS, PL
185.157.12.0/22 #AS51399 PL-FIBERWAY-AS, PL
91.217.132.0/24 #AS51414 STELMET-SA, PL
46.175.112.0/21 #AS51426 TELEPORT, PL
91.217.18.0/23 #AS51426 TELEPORT, PL
185.225.108.0/22 #AS51426 TELEPORT, PL
91.218.216.0/22 #AS51436 IDEALAN-AS, PL
178.212.144.0/21 #AS51436 IDEALAN-AS, PL
193.91.5.0/24 #AS51465 FIXMAP-M3NET-TRANSIT FIXMAP GROUP, PL
46.45.64.0/18 #AS51484 BLOKOWE, PL
91.217.218.0/24 #AS51513 KLIMAWENT, PL
91.217.104.0/23 #AS51589 FAITH-ASN FAITH Autonomous System, PL
178.159.128.0/20 #AS51589 FAITH-ASN FAITH Autonomous System, PL
178.213.120.0/21 #AS51590 ARONET-AS, PL
195.210.60.0/23 #AS51619 TOYA-KRAKOW-AS, PL
