185.208.188.0/22 #AS49979 LAWIRELESS-AS, IT
192.175.48.1/32 #AS49991 NIBBLE-AS, IT - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
185.161.192.0/22 #AS50178 LIMITIS-AS, IT
77.241.8.0/23 #AS50196 MYNET-SPECIAL_SERVICES, IT
109.232.92.0/22 #AS50201 IMPULSO-AS, IT
45.82.202.0/24 #AS50316 NET_GLOBAL_SRL, IT
45.135.24.0/22 #AS50316 NET_GLOBAL_SRL, IT
45.147.236.0/22 #AS50316 NET_GLOBAL_SRL, IT
46.234.192.0/19 #AS50316 NET_GLOBAL_SRL, IT
92.245.184.0/22 #AS50316 NET_GLOBAL_SRL, IT
185.10.188.0/22 #AS50316 NET_GLOBAL_SRL, IT
185.43.164.0/22 #AS50316 NET_GLOBAL_SRL, IT
185.74.188.0/22 #AS50316 NET_GLOBAL_SRL, IT
185.96.96.0/22 #AS50316 NET_GLOBAL_SRL, IT
185.121.32.0/22 #AS50316 NET_GLOBAL_SRL, IT
185.142.122.0/23 #AS50316 NET_GLOBAL_SRL, IT
185.157.24.0/22 #AS50316 NET_GLOBAL_SRL, IT
185.158.140.0/22 #AS50316 NET_GLOBAL_SRL, IT
185.193.252.0/22 #AS50316 NET_GLOBAL_SRL, IT
185.219.44.0/22 #AS50316 NET_GLOBAL_SRL, IT
185.245.120.0/22 #AS50316 NET_GLOBAL_SRL, IT
193.3.245.0/24 #AS50316 NET_GLOBAL_SRL, IT
193.5.31.0/24 #AS50316 NET_GLOBAL_SRL, IT
193.5.39.0/24 #AS50316 NET_GLOBAL_SRL, IT
193.5.41.0/24 #AS50316 NET_GLOBAL_SRL, IT
193.5.120.0/24 #AS50316 NET_GLOBAL_SRL, IT
193.38.132.0/22 #AS50316 NET_GLOBAL_SRL, IT
193.47.52.0/22 #AS50316 NET_GLOBAL_SRL, IT
195.184.74.0/24 #AS50316 NET_GLOBAL_SRL, IT
213.187.1.0/24 #AS50316 NET_GLOBAL_SRL, IT
213.187.2.0/23 #AS50316 NET_GLOBAL_SRL, IT
213.187.4.0/22 #AS50316 NET_GLOBAL_SRL, IT
213.187.8.0/23 #AS50316 NET_GLOBAL_SRL, IT
213.187.12.0/22 #AS50316 NET_GLOBAL_SRL, IT
213.187.16.0/20 #AS50316 NET_GLOBAL_SRL, IT
185.94.80.0/23 #AS50352 WIREM, IT
185.94.82.0/24 #AS50352 WIREM, IT
193.42.157.0/24 #AS50352 WIREM, IT
212.6.59.0/24 #AS50376 BEFFECT-ASN, IT
185.159.60.0/22 #AS50394 SYSTEMSRL-AS-, IT
109.234.48.0/21 #AS50417 WKEY-CORE-AS, IT
37.34.32.0/21 #AS50428 IEO-AS, IT
146.247.16.0/21 #AS50428 IEO-AS, IT
192.175.48.1/32 #AS50486 FIRE-GROUP-AS FIRE GROUP SPA, IT - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
193.106.180.0/22 #AS50507 EURAC-AS, IT
5.42.144.0/22 #AS50627 AS-FRW Frosinone Wireless SpA, IT
178.20.36.0/22 #AS50627 AS-FRW Frosinone Wireless SpA, IT
103.139.190.0/23 #AS50839 NETLAYER Netlayer, IT
159.255.128.0/21 #AS50877 AIRBEAM-AS AIRBEAM, IT
176.32.56.0/21 #AS50877 AIRBEAM-AS AIRBEAM, IT
185.112.196.0/22 #AS50877 AIRBEAM-AS AIRBEAM, IT
185.182.208.0/22 #AS50877 AIRBEAM-AS AIRBEAM, IT
178.22.184.0/21 #AS50891 MOVIEMENT-ND, IT
194.247.28.0/23 #AS50891 MOVIEMENT-ND, IT
192.175.48.1/32 #AS50909 MEDIAVENETO, IT - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
185.158.236.0/22 #AS51001 CIELO, IT
91.216.127.0/24 #AS51065 PASSADORE-AS, IT
178.249.224.0/21 #AS51139 CASAATCSERVIZI-AS, IT
45.157.64.0/22 #AS51185 MAINSTREAMING-AS, IT
94.124.64.0/23 #AS51185 MAINSTREAMING-AS, IT
94.124.67.0/24 #AS51185 MAINSTREAMING-AS, IT
94.124.68.0/22 #AS51185 MAINSTREAMING-AS, IT
178.248.48.0/22 #AS51185 MAINSTREAMING-AS, IT
178.248.52.0/23 #AS51185 MAINSTREAMING-AS, IT
178.248.54.0/24 #AS51185 MAINSTREAMING-AS, IT
185.45.208.0/24 #AS51185 MAINSTREAMING-AS, IT
185.45.211.0/24 #AS51185 MAINSTREAMING-AS, IT
185.187.156.0/22 #AS51185 MAINSTREAMING-AS, IT
195.54.60.0/23 #AS51233 IT-3DA, IT
46.28.24.0/21 #AS51300 FASTALP-AS, IT
185.202.120.0/22 #AS51300 FASTALP-AS, IT
193.135.146.0/23 #AS51300 FASTALP-AS, IT
207.244.214.0/23 #AS51300 FASTALP-AS, IT
31.15.96.0/21 #AS51333 ARCOLINK-ASN Arcolink Telecomunicazioni S.r.l., IT
185.58.4.0/22 #AS51333 ARCOLINK-ASN Arcolink Telecomunicazioni S.r.l., IT
188.65.80.0/23 #AS51333 ARCOLINK-ASN Arcolink Telecomunicazioni S.r.l., IT
188.65.84.0/22 #AS51333 ARCOLINK-ASN Arcolink Telecomunicazioni S.r.l., IT
194.36.72.0/22 #AS51333 ARCOLINK-ASN Arcolink Telecomunicazioni S.r.l., IT
217.174.128.0/20 #AS51333 ARCOLINK-ASN Arcolink Telecomunicazioni S.r.l., IT
185.167.192.0/22 #AS51344 IDMSUEDTIROL-AS, IT
46.30.248.0/21 #AS51499 INTERMATICA-AS, IT
185.233.248.0/22 #AS51499 INTERMATICA-AS, IT
185.82.132.0/22 #AS51502 UNIFARM-AS, IT
45.132.208.0/22 #AS51569 FIBERING, IT
46.20.80.0/20 #AS51569 FIBERING, IT
83.139.202.0/23 #AS51569 FIBERING, IT
83.139.212.0/22 #AS51569 FIBERING, IT
83.139.216.0/22 #AS51569 FIBERING, IT
83.139.220.0/23 #AS51569 FIBERING, IT
83.139.224.0/20 #AS51569 FIBERING, IT
83.139.242.0/23 #AS51569 FIBERING, IT
83.139.244.0/23 #AS51569 FIBERING, IT
85.31.160.0/21 #AS51569 FIBERING, IT
185.95.136.0/22 #AS51569 FIBERING, IT
185.159.52.0/22 #AS51569 FIBERING, IT
5.172.96.0/22 #AS51580 TIMENET-AS, IT
31.193.16.0/20 #AS51580 TIMENET-AS, IT
46.17.152.0/21 #AS51580 TIMENET-AS, IT
80.66.208.0/20 #AS51580 TIMENET-AS, IT
81.173.100.0/22 #AS51580 TIMENET-AS, IT
89.105.76.0/22 #AS51580 TIMENET-AS, IT
91.220.83.0/24 #AS51580 TIMENET-AS, IT
109.238.16.0/20 #AS51580 TIMENET-AS, IT
141.105.152.0/21 #AS51580 TIMENET-AS, IT
145.14.160.0/19 #AS51580 TIMENET-AS, IT
178.218.148.0/22 #AS51580 TIMENET-AS, IT
178.250.64.0/21 #AS51580 TIMENET-AS, IT
185.5.180.0/22 #AS51580 TIMENET-AS, IT
185.29.73.0/24 #AS51580 TIMENET-AS, IT
185.29.74.0/23 #AS51580 TIMENET-AS, IT
185.55.88.0/22 #AS51580 TIMENET-AS, IT
185.121.148.0/22 #AS51580 TIMENET-AS, IT
185.139.28.0/22 #AS51580 TIMENET-AS, IT
185.143.152.0/22 #AS51580 TIMENET-AS, IT
185.180.180.0/22 #AS51580 TIMENET-AS, IT
185.208.19.0/24 #AS51580 TIMENET-AS, IT
185.212.16.0/22 #AS51580 TIMENET-AS, IT
193.176.238.0/24 #AS51580 TIMENET-AS, IT
193.176.246.0/24 #AS51580 TIMENET-AS, IT
194.110.56.0/22 #AS51580 TIMENET-AS, IT
45.9.224.0/22 #AS51616 WINDSLSRL-AS, IT
92.119.48.0/22 #AS51616 WINDSLSRL-AS, IT
185.61.180.0/22 #AS51616 WINDSLSRL-AS, IT
185.149.34.0/24 #AS51616 WINDSLSRL-AS, IT
195.95.230.0/23 #AS51616 WINDSLSRL-AS, IT
193.24.36.0/24 #AS51679 WANSERVICE-WIFI_SARDEGNA, IT
193.25.194.0/24 #AS51679 WANSERVICE-WIFI_SARDEGNA, IT
193.25.196.0/24 #AS51679 WANSERVICE-WIFI_SARDEGNA, IT
193.25.223.0/24 #AS51679 WANSERVICE-WIFI_SARDEGNA, IT
212.46.50.0/24 #AS51679 WANSERVICE-WIFI_SARDEGNA, IT
46.18.24.0/21 #AS51708 UNIBZ-AS, IT
185.118.184.0/22 #AS51710 AQUILEIA-AS, IT
91.220.4.0/24 #AS51853 SORGENIA-AS-NUMBER, IT
45.93.204.0/22 #AS51872 ASN-SILTELDTS, IT
46.182.232.0/21 #AS51940 ITAS-AS, IT
46.16.88.0/21 #AS52030 SERVERPLAN-AS, IT
46.28.0.0/21 #AS52030 SERVERPLAN-AS, IT
46.30.240.0/21 #AS52030 SERVERPLAN-AS, IT
46.254.32.0/21 #AS52030 SERVERPLAN-AS, IT
77.39.208.0/21 #AS52030 SERVERPLAN-AS, IT
86.107.32.0/21 #AS52030 SERVERPLAN-AS, IT
89.46.224.0/21 #AS52030 SERVERPLAN-AS, IT
93.95.216.0/21 #AS52030 SERVERPLAN-AS, IT
185.13.252.0/22 #AS52030 SERVERPLAN-AS, IT
185.81.0.0/21 #AS52030 SERVERPLAN-AS, IT
193.70.146.0/24 #AS52030 SERVERPLAN-AS, IT
185.156.192.0/22 #AS52054 DATAROUTE, IT
46.255.30.0/24 #AS52164 WE-NET, IT
80.244.6.0/24 #AS52164 WE-NET, IT
130.117.234.0/24 #AS52164 WE-NET, IT
154.56.198.0/24 #AS52164 WE-NET, IT
154.56.215.0/24 #AS52164 WE-NET, IT
154.60.192.0/24 #AS52164 WE-NET, IT
154.60.198.0/23 #AS52164 WE-NET, IT
193.238.86.0/24 #AS52164 WE-NET, IT
46.226.176.0/21 #AS56320 VIKING-AS, IT
185.116.84.0/22 #AS56320 VIKING-AS, IT
185.204.84.0/22 #AS56327 UNICONNECT Uniconnect S.r.l., IT
185.219.224.0/22 #AS56327 UNICONNECT Uniconnect S.r.l., IT
185.248.72.0/22 #AS56327 UNICONNECT Uniconnect S.r.l., IT
185.131.252.0/22 #AS56346 LEITNER-AS, IT
93.92.240.0/21 #AS56366 VEGA, IT
38.88.112.0/21 #AS56376 ALIDA-SRL, IT
46.231.32.0/21 #AS56376 ALIDA-SRL, IT
94.231.196.0/24 #AS56376 ALIDA-SRL, IT
130.255.96.0/21 #AS56376 ALIDA-SRL, IT
185.62.240.0/22 #AS56376 ALIDA-SRL, IT
80.86.48.0/20 #AS56472 AMPERSAND-AS, IT
185.22.36.0/22 #AS56472 AMPERSAND-AS, IT
170.62.206.0/23 #AS56488 EIS, IT
194.76.135.0/24 #AS56488 EIS, IT
217.28.136.0/24 #AS56488 EIS, IT
31.14.28.0/24 #AS56550 STELCORE Stel Srl - Core Network, IT
31.177.40.0/21 #AS56550 STELCORE Stel Srl - Core Network, IT
31.214.153.0/24 #AS56550 STELCORE Stel Srl - Core Network, IT
46.102.188.0/23 #AS56550 STELCORE Stel Srl - Core Network, IT
89.32.186.0/23 #AS56550 STELCORE Stel Srl - Core Network, IT
89.33.133.0/24 #AS56550 STELCORE Stel Srl - Core Network, IT
93.115.62.0/23 #AS56550 STELCORE Stel Srl - Core Network, IT
93.117.152.0/23 #AS56550 STELCORE Stel Srl - Core Network, IT
93.117.172.0/23 #AS56550 STELCORE Stel Srl - Core Network, IT
94.177.127.0/24 #AS56550 STELCORE Stel Srl - Core Network, IT
95.142.208.0/21 #AS56550 STELCORE Stel Srl - Core Network, IT
109.230.212.0/24 #AS56550 STELCORE Stel Srl - Core Network, IT
128.0.122.0/23 #AS56550 STELCORE Stel Srl - Core Network, IT
128.0.124.0/22 #AS56550 STELCORE Stel Srl - Core Network, IT
185.8.24.0/22 #AS56550 STELCORE Stel Srl - Core Network, IT
185.157.52.0/22 #AS56550 STELCORE Stel Srl - Core Network, IT
185.163.172.0/22 #AS56550 STELCORE Stel Srl - Core Network, IT
188.241.154.0/24 #AS56550 STELCORE Stel Srl - Core Network, IT
147.78.96.0/22 #AS56559 CORETECH-AS, IT
151.1.252.0/24 #AS56559 CORETECH-AS, IT
167.150.160.0/22 #AS56559 CORETECH-AS, IT
185.149.188.0/22 #AS56559 CORETECH-AS, IT
192.175.48.1/32 #AS56602 TSI-AS56602, IT - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
91.226.74.0/23 #AS56641 ANIMASGR, IT
91.227.109.0/24 #AS56754 FOXTELAS, IT
94.176.184.0/23 #AS56754 FOXTELAS, IT
178.217.235.0/24 #AS56754 FOXTELAS, IT
185.139.104.0/22 #AS56754 FOXTELAS, IT
185.246.92.0/23 #AS56754 FOXTELAS, IT
185.246.94.0/24 #AS56754 FOXTELAS, IT
84.21.176.0/22 #AS56786 NEXIM Nexim Telecom, IT
142.249.224.0/22 #AS56786 NEXIM Nexim Telecom, IT
185.229.16.0/22 #AS56786 NEXIM Nexim Telecom, IT
185.250.64.0/24 #AS56786 NEXIM Nexim Telecom, IT
46.149.168.0/22 #AS56911 ASN-WARIAN Internet Service Provider, IT
46.243.128.0/21 #AS56911 ASN-WARIAN Internet Service Provider, IT
89.35.118.0/24 #AS56911 ASN-WARIAN Internet Service Provider, IT
139.28.157.0/24 #AS56911 ASN-WARIAN Internet Service Provider, IT
139.28.158.0/23 #AS56911 ASN-WARIAN Internet Service Provider, IT
149.62.34.0/24 #AS56911 ASN-WARIAN Internet Service Provider, IT
176.58.80.0/21 #AS56911 ASN-WARIAN Internet Service Provider, IT
185.47.136.0/23 #AS56911 ASN-WARIAN Internet Service Provider, IT
185.47.139.0/24 #AS56911 ASN-WARIAN Internet Service Provider, IT
185.49.248.0/22 #AS56911 ASN-WARIAN Internet Service Provider, IT
185.70.28.0/22 #AS56911 ASN-WARIAN Internet Service Provider, IT
185.111.76.0/22 #AS56911 ASN-WARIAN Internet Service Provider, IT
185.146.64.0/24 #AS56911 ASN-WARIAN Internet Service Provider, IT
185.159.48.0/22 #AS56911 ASN-WARIAN Internet Service Provider, IT
185.169.236.0/22 #AS56911 ASN-WARIAN Internet Service Provider, IT
185.225.60.0/22 #AS56911 ASN-WARIAN Internet Service Provider, IT
185.243.75.0/24 #AS56911 ASN-WARIAN Internet Service Provider, IT
195.234.92.0/23 #AS56911 ASN-WARIAN Internet Service Provider, IT
192.78.46.0/23 #AS56941 DXC-AS56941, IT
31.57.231.0/24 #AS56962 RHS, IT
91.124.171.0/24 #AS56962 RHS, IT
91.242.235.0/24 #AS56962 RHS, IT
141.11.24.0/24 #AS56962 RHS, IT
193.35.226.0/24 #AS56962 RHS, IT
212.24.121.0/24 #AS56962 RHS, IT
94.143.99.0/24 #AS57039 NORDOVEST-AS, IT
149.100.180.0/22 #AS57111 ALTITUD, IT
185.199.24.0/22 #AS57111 ALTITUD, IT
185.204.132.0/22 #AS57111 ALTITUD, IT
86.107.30.0/24 #AS57142 AS-FIBER23, IT
86.107.54.0/24 #AS57142 AS-FIBER23, IT
86.107.181.0/24 #AS57142 AS-FIBER23, IT
86.107.182.0/24 #AS57142 AS-FIBER23, IT
89.32.185.0/24 #AS57142 AS-FIBER23, IT
89.32.191.0/24 #AS57142 AS-FIBER23, IT
89.43.38.0/24 #AS57142 AS-FIBER23, IT
89.44.236.0/24 #AS57142 AS-FIBER23, IT
89.47.3.0/24 #AS57142 AS-FIBER23, IT
89.47.10.0/24 #AS57142 AS-FIBER23, IT
176.126.175.0/24 #AS57142 AS-FIBER23, IT
188.240.208.0/24 #AS57142 AS-FIBER23, IT
149.154.88.0/21 #AS57144 ICCREA-AS, IT
45.159.36.0/22 #AS57264 OPTICONN-, IT
91.109.168.0/21 #AS57300 CORIXL, IT
95.87.120.0/21 #AS57300 CORIXL, IT
185.73.164.0/22 #AS57300 CORIXL, IT
31.31.40.0/21 #AS57329 CDP-SPA Centro di Produzione Spa, IT
185.151.92.0/22 #AS57329 CDP-SPA Centro di Produzione Spa, IT
91.231.179.0/24 #AS57343 DIGIMAT-AS, IT
185.44.220.0/22 #AS57394 EPIC-NETWORKS-AS, IT
193.150.60.0/22 #AS57394 EPIC-NETWORKS-AS, IT
31.207.96.0/19 #AS57469 SWB-APB-AS Stadtwerke Bruneck - Pubbliservizi Brunico, IT
159.48.16.0/20 #AS57469 SWB-APB-AS Stadtwerke Bruneck - Pubbliservizi Brunico, IT
159.48.48.0/22 #AS57469 SWB-APB-AS Stadtwerke Bruneck - Pubbliservizi Brunico, IT
159.48.56.0/21 #AS57469 SWB-APB-AS Stadtwerke Bruneck - Pubbliservizi Brunico, IT
178.22.28.0/24 #AS57469 SWB-APB-AS Stadtwerke Bruneck - Pubbliservizi Brunico, IT
185.35.108.0/24 #AS57469 SWB-APB-AS Stadtwerke Bruneck - Pubbliservizi Brunico, IT
185.168.9.0/24 #AS57469 SWB-APB-AS Stadtwerke Bruneck - Pubbliservizi Brunico, IT
185.177.32.0/22 #AS57469 SWB-APB-AS Stadtwerke Bruneck - Pubbliservizi Brunico, IT
185.205.192.0/23 #AS57469 SWB-APB-AS Stadtwerke Bruneck - Pubbliservizi Brunico, IT
185.211.35.0/24 #AS57469 SWB-APB-AS Stadtwerke Bruneck - Pubbliservizi Brunico, IT
185.212.69.0/24 #AS57469 SWB-APB-AS Stadtwerke Bruneck - Pubbliservizi Brunico, IT
185.223.254.0/23 #AS57469 SWB-APB-AS Stadtwerke Bruneck - Pubbliservizi Brunico, IT
185.232.12.0/23 #AS57469 SWB-APB-AS Stadtwerke Bruneck - Pubbliservizi Brunico, IT
193.17.219.0/24 #AS57469 SWB-APB-AS Stadtwerke Bruneck - Pubbliservizi Brunico, IT
194.26.225.0/24 #AS57469 SWB-APB-AS Stadtwerke Bruneck - Pubbliservizi Brunico, IT
194.126.237.0/24 #AS57469 SWB-APB-AS Stadtwerke Bruneck - Pubbliservizi Brunico, IT
158.255.192.0/20 #AS57507 SOKOM-AS AS Number Sokom SRL, IT
185.152.40.0/24 #AS57507 SOKOM-AS AS Number Sokom SRL, IT
185.152.43.0/24 #AS57507 SOKOM-AS AS Number Sokom SRL, IT
91.232.180.0/24 #AS57525 ASGNV, IT
185.150.228.0/22 #AS57525 ASGNV, IT
185.15.168.0/22 #AS57558 METIS-AS, IT
185.197.8.0/23 #AS57558 METIS-AS, IT
192.175.48.1/32 #AS57698 AS-HATHOST, IT - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
89.184.107.0/24 #AS57817 GTT-TORINO-AS GTT, IT
37.130.152.0/21 #AS57846 SATORTECH, IT
37.61.228.0/24 #AS57913 TOSCANATLC, IT
81.30.109.0/24 #AS57913 TOSCANATLC, IT
193.135.15.0/24 #AS58039 MYNET_PROJECT_NET, IT
193.135.24.0/24 #AS58039 MYNET_PROJECT_NET, IT
109.233.129.0/24 #AS58082 AS-MESSAGENET Messagenet S.p.A., IT
109.233.132.0/24 #AS58082 AS-MESSAGENET Messagenet S.p.A., IT
109.233.135.0/24 #AS58082 AS-MESSAGENET Messagenet S.p.A., IT
85.116.140.0/22 #AS58088 NETREALITY - Internet Service Provider, IT
185.184.136.0/22 #AS58088 NETREALITY - Internet Service Provider, IT
192.175.48.1/32 #AS58113 T1TA, IT - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
185.56.0.0/22 #AS58150 ITALYADSL, IT
5.28.8.0/21 #AS58177 CIC-IVREA-AS, IT
86.54.201.0/24 #AS58180 DATMIT-AS58180 AS DatMit s.r.l., IT
195.206.120.0/24 #AS58180 DATMIT-AS58180 AS DatMit s.r.l., IT
185.150.64.0/22 #AS58253 IMPIANET, IT
185.17.104.0/23 #AS58316 WIGATE-AS, IT
185.198.120.0/22 #AS58316 WIGATE-AS, IT
158.94.176.0/22 #AS59419 SIDERA-AS, IT
185.141.84.0/22 #AS59419 SIDERA-AS, IT
194.246.0.0/22 #AS59453 ELECTROLUX-AS, IT
194.246.21.0/24 #AS59453 ELECTROLUX-AS, IT
194.246.31.0/24 #AS59453 ELECTROLUX-AS, IT
85.208.241.0/24 #AS59699 LENFIBER-AS, IT
85.208.242.0/24 #AS59699 LENFIBER-AS, IT
149.13.148.0/22 #AS59699 LENFIBER-AS, IT
185.4.152.0/22 #AS59699 LENFIBER-AS, IT
185.30.188.0/22 #AS59699 LENFIBER-AS, IT
185.63.161.0/24 #AS59699 LENFIBER-AS, IT
185.63.162.0/23 #AS59699 LENFIBER-AS, IT
185.5.200.0/22 #AS59715 SBTAP-AS, IT
185.71.8.0/22 #AS59755 LV3-, IT
62.69.128.0/21 #AS59766 WicitY - Internet Service Provider, IT
89.148.128.0/18 #AS59766 WicitY - Internet Service Provider, IT
185.51.168.0/22 #AS59766 WicitY - Internet Service Provider, IT
185.72.76.0/22 #AS59777 EGEA-AS-01, IT
45.133.242.0/24 #AS59829 ARYEL, IT
94.176.97.0/24 #AS59829 ARYEL, IT
185.131.206.0/24 #AS59829 ARYEL, IT
212.6.50.0/24 #AS59829 ARYEL, IT
84.247.36.0/22 #AS59862 PLINK-AS, IT
85.8.172.0/22 #AS59862 PLINK-AS, IT
85.204.172.0/22 #AS59862 PLINK-AS, IT
93.119.20.0/23 #AS59862 PLINK-AS, IT
93.119.22.0/24 #AS59862 PLINK-AS, IT
153.92.176.0/22 #AS59862 PLINK-AS, IT
156.67.20.0/22 #AS59862 PLINK-AS, IT
157.97.160.0/23 #AS59862 PLINK-AS, IT
157.97.162.0/24 #AS59862 PLINK-AS, IT
176.223.88.0/21 #AS59862 PLINK-AS, IT
185.63.88.0/22 #AS59862 PLINK-AS, IT
185.195.4.0/22 #AS59862 PLINK-AS, IT
188.215.20.0/22 #AS59862 PLINK-AS, IT
212.48.188.0/22 #AS59862 PLINK-AS, IT
2.59.140.0/22 #AS59919 BRAINBOX, IT
5.178.88.0/21 #AS59919 BRAINBOX, IT
45.152.144.0/22 #AS59919 BRAINBOX, IT
185.60.188.0/22 #AS59919 BRAINBOX, IT
185.136.136.0/22 #AS59919 BRAINBOX, IT
185.187.172.0/22 #AS59919 BRAINBOX, IT
185.204.220.0/22 #AS59919 BRAINBOX, IT
185.248.240.0/22 #AS59919 BRAINBOX, IT
176.119.196.0/24 #AS59987 ANTENNAGO, IT
185.156.232.0/22 #AS60017 FASTLINES, IT
185.62.52.0/22 #AS60023 ISIBET-IT-AS, IT
185.57.232.0/22 #AS60049 CPL, IT
46.252.144.0/20 #AS60087 ASSUPERNOVA, IT
81.28.8.0/22 #AS60087 ASSUPERNOVA, IT
86.107.96.0/22 #AS60087 ASSUPERNOVA, IT
89.40.172.0/22 #AS60087 ASSUPERNOVA, IT
95.133.128.0/22 #AS60087 ASSUPERNOVA, IT
185.19.208.0/22 #AS60087 ASSUPERNOVA, IT
185.31.64.0/22 #AS60087 ASSUPERNOVA, IT
192.175.48.1/32 #AS60227 CONTACTLAB, IT - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
185.34.204.0/22 #AS60260 IT-ITMTELEMATICA-AS, IT
81.25.96.0/20 #AS60409 MEDIARAMA, IT
185.26.198.0/23 #AS60432 ASN-FORISP, IT
31.185.101.0/24 #AS60443 FOWHE, IT
185.87.68.0/22 #AS60443 FOWHE, IT
185.30.180.0/22 #AS60451 AS3MINDS, IT
185.135.92.0/22 #AS60451 AS3MINDS, IT
46.231.24.0/21 #AS60460 ASN-AZIENDEITALIA, IT
176.227.170.0/23 #AS60460 ASN-AZIENDEITALIA, IT
176.227.172.0/22 #AS60460 ASN-AZIENDEITALIA, IT
185.88.240.0/23 #AS60460 ASN-AZIENDEITALIA, IT
5.178.120.0/21 #AS60475 XMATICA-AS PROGETTOFIBRA SRL, IT
5.253.196.0/23 #AS60475 XMATICA-AS PROGETTOFIBRA SRL, IT
37.202.16.0/21 #AS60475 XMATICA-AS PROGETTOFIBRA SRL, IT
45.10.84.0/22 #AS60475 XMATICA-AS PROGETTOFIBRA SRL, IT
45.90.240.0/22 #AS60475 XMATICA-AS PROGETTOFIBRA SRL, IT
185.235.20.0/22 #AS60475 XMATICA-AS PROGETTOFIBRA SRL, IT
185.241.200.0/22 #AS60475 XMATICA-AS PROGETTOFIBRA SRL, IT
193.168.52.0/24 #AS60475 XMATICA-AS PROGETTOFIBRA SRL, IT
45.129.160.0/22 #AS60501 SIRIUSTEC-, IT
46.30.216.0/24 #AS60501 SIRIUSTEC-, IT
46.149.102.0/24 #AS60501 SIRIUSTEC-, IT
77.72.87.0/24 #AS60501 SIRIUSTEC-, IT
81.16.220.0/22 #AS60501 SIRIUSTEC-, IT
149.86.192.0/19 #AS60501 SIRIUSTEC-, IT
185.30.64.0/22 #AS60501 SIRIUSTEC-, IT
185.109.24.0/22 #AS60501 SIRIUSTEC-, IT
185.187.62.0/24 #AS60501 SIRIUSTEC-, IT
185.253.53.0/24 #AS60501 SIRIUSTEC-, IT
193.43.208.0/24 #AS60501 SIRIUSTEC-, IT
194.156.180.0/22 #AS60501 SIRIUSTEC-, IT
5.152.145.0/24 #AS60530 ALCONN-AS, IT
5.152.146.0/23 #AS60530 ALCONN-AS, IT
5.152.148.0/24 #AS60530 ALCONN-AS, IT
5.152.155.0/24 #AS60530 ALCONN-AS, IT
5.152.157.0/24 #AS60530 ALCONN-AS, IT
5.152.158.0/23 #AS60530 ALCONN-AS, IT
185.30.44.0/22 #AS60530 ALCONN-AS, IT
193.176.45.0/24 #AS60530 ALCONN-AS, IT
185.29.160.0/23 #AS60559 ASMAXFON, IT
185.29.162.0/24 #AS60559 ASMAXFON, IT
195.32.16.0/22 #AS60559 ASMAXFON, IT
195.32.21.0/24 #AS60559 ASMAXFON, IT
195.32.22.0/23 #AS60559 ASMAXFON, IT
109.104.252.0/22 #AS60706 ASN-SARDWIFI, IT
185.26.196.0/23 #AS60706 ASN-SARDWIFI, IT
185.26.64.0/22 #AS60756 NETHUN-AS, IT
77.94.64.0/22 #AS60772 SKYTV-AS, IT
185.26.140.0/22 #AS60772 SKYTV-AS, IT
31.210.21.0/24 #AS60798 ASSERVEREASY, IT
37.46.151.0/24 #AS60798 ASSERVEREASY, IT
37.156.244.0/24 #AS60798 ASSERVEREASY, IT
45.14.184.0/22 #AS60798 ASSERVEREASY, IT
45.88.187.0/24 #AS60798 ASSERVEREASY, IT
45.138.18.0/24 #AS60798 ASSERVEREASY, IT
45.138.200.0/22 #AS60798 ASSERVEREASY, IT
45.139.162.0/24 #AS60798 ASSERVEREASY, IT
45.145.250.0/24 #AS60798 ASSERVEREASY, IT
45.149.1.0/24 #AS60798 ASSERVEREASY, IT
45.156.156.0/24 #AS60798 ASSERVEREASY, IT
62.169.133.0/24 #AS60798 ASSERVEREASY, IT
84.245.57.0/24 #AS60798 ASSERVEREASY, IT
89.45.228.0/24 #AS60798 ASSERVEREASY, IT
155.2.213.0/24 #AS60798 ASSERVEREASY, IT
158.173.40.0/24 #AS60798 ASSERVEREASY, IT
158.173.132.0/24 #AS60798 ASSERVEREASY, IT
162.12.205.0/24 #AS60798 ASSERVEREASY, IT
185.25.204.0/22 #AS60798 ASSERVEREASY, IT
185.102.169.0/24 #AS60798 ASSERVEREASY, IT
185.116.60.0/24 #AS60798 ASSERVEREASY, IT
185.229.236.0/22 #AS60798 ASSERVEREASY, IT
193.164.143.0/24 #AS60798 ASSERVEREASY, IT
195.39.194.0/23 #AS60798 ASSERVEREASY, IT
195.39.202.0/23 #AS60798 ASSERVEREASY, IT
195.64.116.0/24 #AS60798 ASSERVEREASY, IT
46.18.232.0/21 #AS60803 SKYWEBTV-AS, IT
185.25.128.0/22 #AS60814 PROTEZIONECIVILE-AS, IT
