192.175.48.1/32 #AS58 SSC-299-Z-58 - Shared Services Canada, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
204.124.247.0/24 #AS27495 OPENTEXT-NA-US-1 - Open Text Corporation, CA
205.183.255.0/24 #AS27495 OPENTEXT-NA-US-1 - Open Text Corporation, CA
216.133.100.0/24 #AS27495 OPENTEXT-NA-US-1 - Open Text Corporation, CA
23.128.44.0/24 #AS27498 SACREDSERVERS - Sacred Servers, CA
192.175.48.1/32 #AS27546 CPA-CSN01 - Canadian Payments Association, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
137.236.27.0/24 #AS27570 OPENTEXT-NA-US-2 - Open Text Corporation, CA
137.236.81.0/24 #AS27570 OPENTEXT-NA-US-2 - Open Text Corporation, CA
192.175.48.1/32 #AS27584 CLEARWAVE-BROADBAND-NETWORKS - Clearwave Broadband Networks Inc., CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
216.183.100.0/23 #AS27606 PAYWORKS - Payworks, CA
66.171.128.0/20 #AS27618 QUICKSTREAM - T. Grand Networks Inc., CA
198.161.203.0/24 #AS27623 EDM-PUBLIC-LIBRARY - Edmonton Public Library, CA
139.181.5.0/24 #AS27628 INNOVATION-SASK - Innovation Saskatchewan, CA
192.107.131.0/24 #AS27628 INNOVATION-SASK - Innovation Saskatchewan, CA
192.139.11.0/24 #AS27628 INNOVATION-SASK - Innovation Saskatchewan, CA
198.169.125.0/24 #AS27628 INNOVATION-SASK - Innovation Saskatchewan, CA
198.169.127.0/24 #AS27628 INNOVATION-SASK - Innovation Saskatchewan, CA
198.169.132.0/23 #AS27628 INNOVATION-SASK - Innovation Saskatchewan, CA
198.169.134.0/24 #AS27628 INNOVATION-SASK - Innovation Saskatchewan, CA
198.169.180.0/24 #AS27628 INNOVATION-SASK - Innovation Saskatchewan, CA
204.83.154.0/23 #AS27628 INNOVATION-SASK - Innovation Saskatchewan, CA
204.83.183.0/24 #AS27628 INNOVATION-SASK - Innovation Saskatchewan, CA
207.195.54.0/24 #AS27628 INNOVATION-SASK - Innovation Saskatchewan, CA
207.195.94.0/24 #AS27628 INNOVATION-SASK - Innovation Saskatchewan, CA
85.187.213.0/24 #AS28944 TATAMEDIA, CA
85.187.214.0/23 #AS28944 TATAMEDIA, CA
130.250.109.0/24 #AS28944 TATAMEDIA, CA
130.250.133.0/24 #AS28944 TATAMEDIA, CA
130.250.134.0/24 #AS28944 TATAMEDIA, CA
147.185.246.0/23 #AS28944 TATAMEDIA, CA
147.185.254.0/23 #AS28944 TATAMEDIA, CA
151.237.11.0/24 #AS28944 TATAMEDIA, CA
151.237.12.0/22 #AS28944 TATAMEDIA, CA
151.237.95.0/24 #AS28944 TATAMEDIA, CA
161.115.72.0/24 #AS28944 TATAMEDIA, CA
195.234.98.0/24 #AS28944 TATAMEDIA, CA
207.38.212.0/24 #AS28944 TATAMEDIA, CA
64.186.176.0/21 #AS29705 MOTIVE-COMM - Motive, CA
64.186.188.0/24 #AS29705 MOTIVE-COMM - Motive, CA
135.92.0.0/20 #AS29705 MOTIVE-COMM - Motive, CA
199.89.141.0/24 #AS29705 MOTIVE-COMM - Motive, CA
199.89.142.0/23 #AS29705 MOTIVE-COMM - Motive, CA
199.89.161.0/24 #AS29705 MOTIVE-COMM - Motive, CA
158.106.93.0/24 #AS29731 ING-BANK-OF-CANADA---MULTI-HOMED - ING Bank of Canada, CA
159.18.185.0/24 #AS29731 ING-BANK-OF-CANADA---MULTI-HOMED - ING Bank of Canada, CA
159.18.195.0/24 #AS29731 ING-BANK-OF-CANADA---MULTI-HOMED - ING Bank of Canada, CA
159.18.216.0/23 #AS29731 ING-BANK-OF-CANADA---MULTI-HOMED - ING Bank of Canada, CA
216.123.107.0/24 #AS29731 ING-BANK-OF-CANADA---MULTI-HOMED - ING Bank of Canada, CA
192.175.48.1/32 #AS29741 RADIANT-CAL - GOCO TECHNOLOGY LIMITED PARTNERSHIP, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS29747 PRSD-ASN - Prairie Rose School Division No. 8, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
23.138.48.0/24 #AS29768 ICUBEDEV - iCube Development Calgary Ltd., CA
134.117.0.0/16 #AS29773 CARLETON-U - Carleton University, CA
192.175.48.1/32 #AS29806 EMERGIS-AS-3 - Emergis Inc., CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
208.83.36.0/24 #AS29807 ZANDOR-ASN-01 - 589413 Ontario Ltd, CA
192.175.48.1/32 #AS29810 ITCAN-AS - Imperial Tobacco Canada Ltd., CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.12.0.0/24 #AS29861 SYNTAX-CAD - Syntax Systems Limited, CA
199.165.212.0/24 #AS29861 SYNTAX-CAD - Syntax Systems Limited, CA
204.187.69.0/24 #AS29862 OFINA - Ontario Financing Authority, CA
192.30.97.0/24 #AS29872 DSBN-AS - District School Board of Niagara, CA
69.57.0.0/20 #AS29883 AS-IHS - Internet Hosting Servers, CA
199.59.128.0/21 #AS29907 CIRRUS9-INC - Cirrus9 Inc., CA
207.179.130.0/24 #AS29907 CIRRUS9-INC - Cirrus9 Inc., CA
207.179.143.0/24 #AS29907 CIRRUS9-INC - Cirrus9 Inc., CA
207.179.155.0/24 #AS29907 CIRRUS9-INC - Cirrus9 Inc., CA
207.179.156.0/24 #AS29907 CIRRUS9-INC - Cirrus9 Inc., CA
216.6.192.0/21 #AS29907 CIRRUS9-INC - Cirrus9 Inc., CA
50.21.160.0/20 #AS29909 METROOPTIC - Metro Optic, CA
64.21.184.0/21 #AS29909 METROOPTIC - Metro Optic, CA
64.34.150.0/24 #AS29909 METROOPTIC - Metro Optic, CA
69.28.200.0/24 #AS29909 METROOPTIC - Metro Optic, CA
69.90.10.0/23 #AS29909 METROOPTIC - Metro Optic, CA
69.172.217.0/24 #AS29909 METROOPTIC - Metro Optic, CA
74.220.84.0/24 #AS29909 METROOPTIC - Metro Optic, CA
149.117.9.0/24 #AS29909 METROOPTIC - Metro Optic, CA
162.252.169.0/24 #AS29909 METROOPTIC - Metro Optic, CA
198.168.231.0/24 #AS29909 METROOPTIC - Metro Optic, CA
199.233.95.0/24 #AS29909 METROOPTIC - Metro Optic, CA
199.245.188.0/24 #AS29909 METROOPTIC - Metro Optic, CA
199.248.230.0/24 #AS29909 METROOPTIC - Metro Optic, CA
204.19.122.0/24 #AS29909 METROOPTIC - Metro Optic, CA
208.74.60.0/22 #AS29909 METROOPTIC - Metro Optic, CA
208.80.204.0/22 #AS29909 METROOPTIC - Metro Optic, CA
216.157.152.0/22 #AS29909 METROOPTIC - Metro Optic, CA
64.130.212.0/24 #AS29925 OESUS - OnX Enterprise Solutions US Ltd., CA
64.130.214.0/24 #AS29925 OESUS - OnX Enterprise Solutions US Ltd., CA
64.130.216.0/23 #AS29925 OESUS - OnX Enterprise Solutions US Ltd., CA
192.75.101.0/24 #AS29939 NSRFC-AS - Nova Scotia Research Foundation Corporation, CA
192.175.48.1/32 #AS29945 BARRE-2-29945 - Xplore Inc., CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
69.41.192.0/20 #AS29953 MCCL - Mornington, CA
97.107.48.0/20 #AS29953 MCCL - Mornington, CA
68.69.128.0/19 #AS29974 WIGHT-AS - Wightman Telecom, CA
74.220.160.0/19 #AS29974 WIGHT-AS - Wightman Telecom, CA
104.153.212.0/22 #AS29974 WIGHT-AS - Wightman Telecom, CA
167.100.64.0/19 #AS29974 WIGHT-AS - Wightman Telecom, CA
172.83.208.0/20 #AS29974 WIGHT-AS - Wightman Telecom, CA
199.33.94.0/24 #AS29974 WIGHT-AS - Wightman Telecom, CA
204.138.4.0/23 #AS29974 WIGHT-AS - Wightman Telecom, CA
204.138.6.0/24 #AS29974 WIGHT-AS - Wightman Telecom, CA
207.236.240.0/23 #AS29974 WIGHT-AS - Wightman Telecom, CA
208.68.32.0/22 #AS29974 WIGHT-AS - Wightman Telecom, CA
216.110.224.0/19 #AS29974 WIGHT-AS - Wightman Telecom, CA
64.26.128.0/22 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
64.26.135.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
64.26.136.0/22 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
64.26.140.0/23 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
64.26.142.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
64.26.145.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
64.26.146.0/23 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
64.26.148.0/23 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
64.26.150.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
64.26.152.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
64.26.155.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
64.26.156.0/22 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
64.26.160.0/20 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
64.26.176.0/22 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
64.26.180.0/23 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
64.26.182.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
64.26.185.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
64.26.186.0/23 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
66.244.217.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
69.20.228.0/22 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
69.20.232.0/22 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
69.20.236.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
69.20.238.0/23 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
69.20.240.0/21 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
69.20.248.0/23 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
69.20.250.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
72.2.22.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
72.139.216.0/22 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
72.140.232.0/21 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
72.142.128.0/20 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
72.142.144.0/21 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
74.3.187.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
104.171.193.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
104.171.195.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
108.63.14.0/23 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
108.63.16.0/23 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
108.63.24.0/22 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
108.63.28.0/23 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
148.59.149.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
158.247.60.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
192.64.39.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
192.211.124.0/22 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
198.41.28.0/22 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
198.73.118.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
198.134.120.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
198.161.182.0/23 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
198.163.180.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
198.212.7.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
199.204.212.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
199.246.25.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
199.246.72.0/23 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
199.246.74.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
204.12.152.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
204.13.48.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
204.138.111.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
204.225.88.0/21 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
204.225.97.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
204.225.103.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
206.51.248.0/22 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
206.51.252.0/23 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
206.174.200.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
206.191.0.0/23 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
206.191.3.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
206.191.4.0/22 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
206.191.8.0/22 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
206.191.12.0/23 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
206.191.15.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
207.112.4.0/22 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
207.112.9.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
207.112.10.0/23 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
207.112.12.0/22 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
207.112.46.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
207.112.70.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
208.98.232.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
208.98.250.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
208.118.104.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
209.90.136.0/22 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
209.90.140.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
209.90.158.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
209.183.12.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
209.183.20.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
209.216.137.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
209.217.64.0/23 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
209.217.67.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
209.217.68.0/22 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
209.217.72.0/23 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
209.217.76.0/23 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
209.217.78.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
209.217.80.0/23 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
209.217.82.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
209.217.85.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
209.217.86.0/23 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
209.217.89.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
209.217.90.0/23 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
209.217.92.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
209.217.94.0/23 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
216.129.192.0/23 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
216.129.195.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
216.129.196.0/22 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
216.129.200.0/21 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
216.129.208.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
216.129.212.0/22 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
216.129.216.0/23 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
216.129.220.0/22 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
216.130.178.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
216.138.196.0/22 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
216.138.200.0/21 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
216.138.208.0/21 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
216.138.218.0/23 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
216.138.222.0/23 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
216.138.224.0/22 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
216.138.228.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
216.138.234.0/23 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
216.138.236.0/22 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
216.138.240.0/20 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
216.254.158.0/23 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
216.254.169.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
216.254.200.0/22 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
216.254.209.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
216.254.223.0/24 #AS29988 RCC-RDC-AS - Rogers Communications Canada Inc., CA
192.175.48.1/32 #AS29991 BENNETT-JONES - Bennett Jones LLP, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
64.254.242.0/24 #AS30003 FBLG-SUMMIT - Summit-Tech Multimedia Communications, Inc., CA
192.175.48.1/32 #AS30017 ATALK-CA - Acrobat Telecom Inc., CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
69.12.32.0/22 #AS30028 MBNETSET - Xplore Inc., CA
74.120.76.0/22 #AS30028 MBNETSET - Xplore Inc., CA
104.153.48.0/22 #AS30028 MBNETSET - Xplore Inc., CA
162.221.248.0/21 #AS30028 MBNETSET - Xplore Inc., CA
192.229.24.0/21 #AS30028 MBNETSET - Xplore Inc., CA
199.101.56.0/21 #AS30028 MBNETSET - Xplore Inc., CA
192.75.165.0/24 #AS30045 UHN-ASN - University Health Network, CA
192.139.83.0/24 #AS30045 UHN-ASN - University Health Network, CA
192.139.223.0/24 #AS30045 UHN-ASN - University Health Network, CA
192.219.1.0/24 #AS30045 UHN-ASN - University Health Network, CA
192.219.2.0/23 #AS30045 UHN-ASN - University Health Network, CA
192.219.4.0/22 #AS30045 UHN-ASN - University Health Network, CA
192.219.8.0/21 #AS30045 UHN-ASN - University Health Network, CA
192.219.16.0/24 #AS30045 UHN-ASN - University Health Network, CA
199.212.4.0/22 #AS30045 UHN-ASN - University Health Network, CA
205.189.56.0/22 #AS30045 UHN-ASN - University Health Network, CA
205.210.128.0/24 #AS30045 UHN-ASN - University Health Network, CA
205.211.160.0/24 #AS30045 UHN-ASN - University Health Network, CA
192.81.84.0/24 #AS30048 CONVERGIA-NET - Convergia Inc., CA
199.33.89.0/24 #AS30048 CONVERGIA-NET - Convergia Inc., CA
204.10.207.0/24 #AS30048 CONVERGIA-NET - Convergia Inc., CA
206.47.161.0/24 #AS30048 CONVERGIA-NET - Convergia Inc., CA
206.47.167.0/24 #AS30048 CONVERGIA-NET - Convergia Inc., CA
206.47.181.0/24 #AS30048 CONVERGIA-NET - Convergia Inc., CA
206.47.198.0/24 #AS30048 CONVERGIA-NET - Convergia Inc., CA
206.47.239.0/24 #AS30048 CONVERGIA-NET - Convergia Inc., CA
206.47.240.0/24 #AS30048 CONVERGIA-NET - Convergia Inc., CA
209.226.78.0/23 #AS30048 CONVERGIA-NET - Convergia Inc., CA
198.137.146.0/24 #AS30068 AS-SKYTRAC - SkyTrac Systems LTD, CA
23.150.12.0/24 #AS30084 UNDERGROUND-COMMUNICATIONS-CO - UNDERGROUND COMMUNICATIONS COMPANY LTD., CA
192.175.48.1/32 #AS30085 ISOHUNT-NDC - isoHunt Web Technologies, Inc., CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS30105 SPS13-ASN - The Board of Education of the Saskatoon School Division No. 13 of Saskatchewan, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
67.223.96.0/20 #AS30176 AS-PRIORITYCOLO - Priority Colo Inc, CA
130.51.12.0/22 #AS30176 AS-PRIORITYCOLO - Priority Colo Inc, CA
192.81.56.0/23 #AS30176 AS-PRIORITYCOLO - Priority Colo Inc, CA
204.11.48.0/21 #AS30176 AS-PRIORITYCOLO - Priority Colo Inc, CA
204.15.192.0/21 #AS30176 AS-PRIORITYCOLO - Priority Colo Inc, CA
206.130.11.0/24 #AS30176 AS-PRIORITYCOLO - Priority Colo Inc, CA
24.105.64.0/18 #AS30236 CRONOMAGIC-1 - Cronomagic Canada Inc., CA
66.159.32.0/20 #AS30236 CRONOMAGIC-1 - Cronomagic Canada Inc., CA
97.107.208.0/20 #AS30236 CRONOMAGIC-1 - Cronomagic Canada Inc., CA
98.142.255.0/24 #AS30236 CRONOMAGIC-1 - Cronomagic Canada Inc., CA
104.234.216.0/24 #AS30236 CRONOMAGIC-1 - Cronomagic Canada Inc., CA
104.234.223.0/24 #AS30236 CRONOMAGIC-1 - Cronomagic Canada Inc., CA
104.241.128.0/23 #AS30236 CRONOMAGIC-1 - Cronomagic Canada Inc., CA
104.241.130.0/24 #AS30236 CRONOMAGIC-1 - Cronomagic Canada Inc., CA
104.241.132.0/22 #AS30236 CRONOMAGIC-1 - Cronomagic Canada Inc., CA
104.241.136.0/22 #AS30236 CRONOMAGIC-1 - Cronomagic Canada Inc., CA
104.241.140.0/24 #AS30236 CRONOMAGIC-1 - Cronomagic Canada Inc., CA
104.241.142.0/23 #AS30236 CRONOMAGIC-1 - Cronomagic Canada Inc., CA
104.241.159.0/24 #AS30236 CRONOMAGIC-1 - Cronomagic Canada Inc., CA
104.241.160.0/21 #AS30236 CRONOMAGIC-1 - Cronomagic Canada Inc., CA
104.241.189.0/24 #AS30236 CRONOMAGIC-1 - Cronomagic Canada Inc., CA
104.241.190.0/23 #AS30236 CRONOMAGIC-1 - Cronomagic Canada Inc., CA
108.161.160.0/20 #AS30236 CRONOMAGIC-1 - Cronomagic Canada Inc., CA
198.1.204.0/22 #AS30236 CRONOMAGIC-1 - Cronomagic Canada Inc., CA
198.1.208.0/22 #AS30236 CRONOMAGIC-1 - Cronomagic Canada Inc., CA
198.1.216.0/24 #AS30236 CRONOMAGIC-1 - Cronomagic Canada Inc., CA
198.1.224.0/22 #AS30236 CRONOMAGIC-1 - Cronomagic Canada Inc., CA
198.1.248.0/21 #AS30236 CRONOMAGIC-1 - Cronomagic Canada Inc., CA
206.53.51.0/24 #AS30236 CRONOMAGIC-1 - Cronomagic Canada Inc., CA
131.162.0.0/18 #AS30256 ACADIAU - Acadia University, CA
131.162.64.0/20 #AS30256 ACADIAU - Acadia University, CA
131.162.80.0/21 #AS30256 ACADIAU - Acadia University, CA
131.162.112.0/20 #AS30256 ACADIAU - Acadia University, CA
131.162.128.0/20 #AS30256 ACADIAU - Acadia University, CA
131.162.200.0/21 #AS30256 ACADIAU - Acadia University, CA
131.162.208.0/21 #AS30256 ACADIAU - Acadia University, CA
131.162.224.0/21 #AS30256 ACADIAU - Acadia University, CA
23.184.248.0/24 #AS30265 AS30265 - 77997 Newfoundland and Labrador Inc., CA
69.31.160.0/19 #AS30295 2ICSYSTEMSINC - Smartt Inc., CA
204.187.64.0/24 #AS30295 2ICSYSTEMSINC - Smartt Inc., CA
23.174.96.0/24 #AS30323 OXFORDCOUNTY - The County of Oxford, CA
173.195.97.0/24 #AS30323 OXFORDCOUNTY - The County of Oxford, CA
204.83.21.0/24 #AS30324 SASKENER - SaskEnergy Inc., CA
204.83.22.0/23 #AS30324 SASKENER - SaskEnergy Inc., CA
204.83.24.0/24 #AS30324 SASKENER - SaskEnergy Inc., CA
66.119.128.0/20 #AS30336 XITTEL-AS - Telecommunications Xittel inc., CA
69.196.16.0/20 #AS30336 XITTEL-AS - Telecommunications Xittel inc., CA
204.19.247.0/24 #AS30336 XITTEL-AS - Telecommunications Xittel inc., CA
205.151.16.0/24 #AS30336 XITTEL-AS - Telecommunications Xittel inc., CA
205.151.208.0/23 #AS30336 XITTEL-AS - Telecommunications Xittel inc., CA
205.151.226.0/24 #AS30336 XITTEL-AS - Telecommunications Xittel inc., CA
205.236.117.0/24 #AS30336 XITTEL-AS - Telecommunications Xittel inc., CA
207.96.137.0/24 #AS30336 XITTEL-AS - Telecommunications Xittel inc., CA
207.96.179.0/24 #AS30336 XITTEL-AS - Telecommunications Xittel inc., CA
207.96.186.0/24 #AS30336 XITTEL-AS - Telecommunications Xittel inc., CA
207.96.232.0/24 #AS30336 XITTEL-AS - Telecommunications Xittel inc., CA
207.96.241.0/24 #AS30336 XITTEL-AS - Telecommunications Xittel inc., CA
207.236.252.0/24 #AS30336 XITTEL-AS - Telecommunications Xittel inc., CA
207.253.26.0/24 #AS30336 XITTEL-AS - Telecommunications Xittel inc., CA
207.253.37.0/24 #AS30336 XITTEL-AS - Telecommunications Xittel inc., CA
207.253.91.0/24 #AS30336 XITTEL-AS - Telecommunications Xittel inc., CA
