45.43.88.0/22 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
45.134.12.0/22 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
80.76.32.0/22 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
83.147.232.0/22 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
83.147.240.0/23 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
87.239.250.0/23 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
89.44.84.0/23 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
91.103.252.0/23 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
92.118.8.0/23 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
94.142.136.0/23 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
95.81.77.0/24 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
95.81.94.0/23 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
95.81.112.0/24 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
95.214.10.0/23 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
103.85.112.0/23 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
103.249.132.0/22 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
104.128.138.0/23 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
104.128.142.0/23 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
109.69.56.0/22 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
159.255.34.0/23 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
159.255.36.0/22 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
185.94.164.0/23 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
185.103.252.0/22 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
185.114.72.0/23 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
185.117.119.0/24 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
185.174.136.0/23 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
185.232.170.0/23 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
185.233.80.0/23 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
185.233.202.0/23 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
193.124.188.0/23 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
193.239.160.0/23 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
193.239.166.0/23 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
194.36.178.0/23 #AS200740 FIRST-SERVER-EU-AS FIRST-SERVER-US, GB
80.247.80.0/21 #AS200751 ENTIGY, GB
80.247.88.0/22 #AS200751 ENTIGY, GB
80.247.92.0/23 #AS200751 ENTIGY, GB
80.247.94.0/24 #AS200751 ENTIGY, GB
45.192.9.0/24 #AS200758 ORG-DL626-RIPE, GB
45.194.44.0/24 #AS200758 ORG-DL626-RIPE, GB
154.83.140.0/24 #AS200758 ORG-DL626-RIPE, GB
154.83.186.0/24 #AS200758 ORG-DL626-RIPE, GB
154.84.154.0/24 #AS200758 ORG-DL626-RIPE, GB
154.196.139.0/24 #AS200758 ORG-DL626-RIPE, GB
154.222.8.0/24 #AS200758 ORG-DL626-RIPE, GB
156.229.27.0/24 #AS200758 ORG-DL626-RIPE, GB
185.67.140.0/22 #AS200870 RTSL_AS, GB
82.163.240.0/21 #AS200876 EV-AS, GB
88.212.128.0/20 #AS200876 EV-AS, GB
88.212.160.0/22 #AS200876 EV-AS, GB
185.46.208.0/22 #AS200876 EV-AS, GB
192.175.48.1/32 #AS200898 HUBS-LABS HUBS Research and Development, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
38.130.75.0/24 #AS200904 FOXCLOUD, GB
38.135.104.0/23 #AS200904 FOXCLOUD, GB
38.135.122.0/23 #AS200904 FOXCLOUD, GB
94.103.8.0/22 #AS200904 FOXCLOUD, GB
94.103.15.0/24 #AS200904 FOXCLOUD, GB
185.92.72.0/22 #AS200904 FOXCLOUD, GB
194.156.64.0/23 #AS200904 FOXCLOUD, GB
194.156.66.0/24 #AS200904 FOXCLOUD, GB
94.131.221.0/24 #AS200917 LITEPLATE-AS, GB
45.86.153.0/24 #AS200950 CALIBOURNETWORK 2e8cd8f68f12adbedb83d5adb78dcba439207aad, GB
192.223.140.0/24 #AS200961 FWI2-ASN, GB
192.223.147.0/24 #AS200961 FWI2-ASN, GB
192.223.148.0/24 #AS200961 FWI2-ASN, GB
192.223.150.0/23 #AS200961 FWI2-ASN, GB
192.223.156.0/23 #AS200961 FWI2-ASN, GB
192.223.158.0/24 #AS200961 FWI2-ASN, GB
192.175.48.1/32 #AS200994 CLUB-AS-001, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
41.216.187.0/24 #AS201002 PEBBLEHOST-CUSTOMERS, GB
45.85.61.0/24 #AS201002 PEBBLEHOST-CUSTOMERS, GB
45.138.182.0/24 #AS201002 PEBBLEHOST-CUSTOMERS, GB
62.171.251.0/24 #AS201002 PEBBLEHOST-CUSTOMERS, GB
63.142.247.0/24 #AS201002 PEBBLEHOST-CUSTOMERS, GB
64.49.11.0/24 #AS201002 PEBBLEHOST-CUSTOMERS, GB
82.38.128.0/24 #AS201002 PEBBLEHOST-CUSTOMERS, GB
82.39.133.0/24 #AS201002 PEBBLEHOST-CUSTOMERS, GB
82.139.192.0/24 #AS201002 PEBBLEHOST-CUSTOMERS, GB
85.11.182.0/23 #AS201002 PEBBLEHOST-CUSTOMERS, GB
94.103.189.0/24 #AS201002 PEBBLEHOST-CUSTOMERS, GB
94.103.191.0/24 #AS201002 PEBBLEHOST-CUSTOMERS, GB
138.249.135.0/24 #AS201002 PEBBLEHOST-CUSTOMERS, GB
141.133.140.0/23 #AS201002 PEBBLEHOST-CUSTOMERS, GB
185.83.203.0/24 #AS201002 PEBBLEHOST-CUSTOMERS, GB
193.8.186.0/24 #AS201002 PEBBLEHOST-CUSTOMERS, GB
198.244.13.0/24 #AS201002 PEBBLEHOST-CUSTOMERS, GB
212.80.6.0/24 #AS201002 PEBBLEHOST-CUSTOMERS, GB
212.192.213.0/24 #AS201002 PEBBLEHOST-CUSTOMERS, GB
185.88.164.0/22 #AS201024 DATAWEBGLOBAL-AS, GB
154.60.74.0/24 #AS201060 SNETTERTON, GB
154.61.54.0/23 #AS201060 SNETTERTON, GB
185.36.103.0/24 #AS201060 SNETTERTON, GB
141.226.112.0/22 #AS201093 TELIT-AS, GB
185.86.42.0/23 #AS201093 TELIT-AS, GB
159.197.28.0/23 #AS201101 NATSEN-NC, GB
159.197.32.0/23 #AS201101 NATSEN-NC, GB
159.197.101.0/24 #AS201101 NATSEN-NC, GB
45.43.29.0/24 #AS201106 SPARTANHOST, GB
45.43.31.0/24 #AS201106 SPARTANHOST, GB
45.58.53.0/24 #AS201106 SPARTANHOST, GB
45.142.156.0/22 #AS201106 SPARTANHOST, GB
45.145.72.0/22 #AS201106 SPARTANHOST, GB
45.150.164.0/22 #AS201106 SPARTANHOST, GB
45.150.226.0/23 #AS201106 SPARTANHOST, GB
45.151.132.0/22 #AS201106 SPARTANHOST, GB
45.154.214.0/23 #AS201106 SPARTANHOST, GB
62.204.54.0/24 #AS201106 SPARTANHOST, GB
66.11.117.0/24 #AS201106 SPARTANHOST, GB
94.154.114.0/24 #AS201106 SPARTANHOST, GB
104.37.29.0/24 #AS201106 SPARTANHOST, GB
104.143.94.0/24 #AS201106 SPARTANHOST, GB
104.194.206.0/24 #AS201106 SPARTANHOST, GB
104.218.234.0/23 #AS201106 SPARTANHOST, GB
107.191.112.0/24 #AS201106 SPARTANHOST, GB
146.19.114.0/24 #AS201106 SPARTANHOST, GB
146.19.223.0/24 #AS201106 SPARTANHOST, GB
172.83.153.0/24 #AS201106 SPARTANHOST, GB
172.83.154.0/23 #AS201106 SPARTANHOST, GB
172.83.156.0/22 #AS201106 SPARTANHOST, GB
178.22.30.0/24 #AS201106 SPARTANHOST, GB
193.218.200.0/23 #AS201106 SPARTANHOST, GB
193.221.94.0/23 #AS201106 SPARTANHOST, GB
194.124.218.0/23 #AS201106 SPARTANHOST, GB
194.147.98.0/23 #AS201106 SPARTANHOST, GB
194.147.100.0/23 #AS201106 SPARTANHOST, GB
202.5.31.0/24 #AS201106 SPARTANHOST, GB
212.18.111.0/24 #AS201106 SPARTANHOST, GB
217.114.47.0/24 #AS201106 SPARTANHOST, GB
45.157.175.0/24 #AS201115 PYLONONE , GB
91.240.17.0/24 #AS201126 CDW UK - Cloud Services, GB
153.92.43.0/24 #AS201126 CDW UK - Cloud Services, GB
153.92.44.0/23 #AS201126 CDW UK - Cloud Services, GB
153.92.46.0/24 #AS201126 CDW UK - Cloud Services, GB
157.97.128.0/22 #AS201126 CDW UK - Cloud Services, GB
185.74.25.0/24 #AS201126 CDW UK - Cloud Services, GB
185.74.26.0/23 #AS201126 CDW UK - Cloud Services, GB
185.176.242.0/23 #AS201126 CDW UK - Cloud Services, GB
188.116.54.0/24 #AS201126 CDW UK - Cloud Services, GB
194.105.149.0/24 #AS201126 CDW UK - Cloud Services, GB
2.27.119.0/24 #AS201131 LGH NETWORK, GB
87.76.205.0/24 #AS201131 LGH NETWORK, GB
163.5.26.0/24 #AS201131 LGH NETWORK, GB
192.175.48.1/32 #AS201164 COOL-STUDIO, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
91.239.156.0/24 #AS201226 LEASINGOPTIONSLTD-AS, GB
185.13.12.0/23 #AS201226 LEASINGOPTIONSLTD-AS, GB
193.104.101.0/24 #AS201230 PENINSULA-AS, GB
192.175.48.1/32 #AS201258 CRYPTIDZ, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
185.80.132.0/22 #AS201261 WATERSHED, GB
192.175.48.1/32 #AS201266 ATBRISTOL, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
185.53.28.0/22 #AS201277 ELOQUENT-AS, GB
192.175.48.1/32 #AS201280 FIVE9UK, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
185.78.52.0/22 #AS201289 ESENDEX, GB
185.45.96.0/24 #AS201301 SOUNDMOUSE-NETWISE, GB
185.45.98.0/24 #AS201301 SOUNDMOUSE-NETWISE, GB
212.18.249.0/24 #AS201303 CENTRALNIC-ANYCAST-F, GB
212.18.248.0/24 #AS201304 CENTRALNIC-ANYCAST-E, GB
192.175.48.1/32 #AS201316 AIGLOBALMEDIALTD, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
188.119.155.0/24 #AS201323 HOST-MEDIA-LTD, GB
192.175.48.1/32 #AS201327 H2NET, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
44.31.82.0/24 #AS201353 CUTEL, GB
109.95.186.0/23 #AS201353 CUTEL, GB
82.22.99.0/24 #AS201357 DPNET-FAST, GB
185.65.128.0/22 #AS201358 FNZ-UK, GB
185.66.180.0/24 #AS201375 NG-MKDC0, GB
144.31.150.0/24 #AS201398 AS201398-NETWORK AS201398 - Keiran Chippendale, GB
78.41.139.0/24 #AS201409 HOSTSHIELD, GB
193.142.59.0/24 #AS201409 HOSTSHIELD, GB
194.87.14.0/24 #AS201409 HOSTSHIELD, GB
192.175.48.1/32 #AS201432 CALEYCOM, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
185.78.4.0/22 #AS201433 WSCL, GB
185.74.176.0/22 #AS201437 IONWORKS-ASN1, GB
193.200.25.0/24 #AS201467 TT, GB
66.232.128.0/21 #AS201471 BIGSTEP-CLOUD, GB
84.40.0.0/20 #AS201471 BIGSTEP-CLOUD, GB
84.40.32.0/20 #AS201471 BIGSTEP-CLOUD, GB
84.40.58.0/23 #AS201471 BIGSTEP-CLOUD, GB
84.40.60.0/22 #AS201471 BIGSTEP-CLOUD, GB
176.223.248.0/22 #AS201471 BIGSTEP-CLOUD, GB
185.90.48.0/22 #AS201471 BIGSTEP-CLOUD, GB
185.73.140.0/23 #AS201478 REDI_TECH Refinitiv, GB
192.175.48.1/32 #AS201487 NSMNET, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
185.65.84.0/23 #AS201493 NSCEMEA1, GB
91.194.194.0/23 #AS201497 EXPRESS-AS, GB
185.72.172.0/22 #AS201506 INCITO, GB
185.89.140.0/23 #AS201528 ORCHID-CELLMARK-CHORLEY, GB
77.237.248.0/22 #AS201536 SANDYXHOSTING-AS Data Centre Plus, GB
176.124.149.0/24 #AS201536 SANDYXHOSTING-AS Data Centre Plus, GB
185.70.8.0/22 #AS201536 SANDYXHOSTING-AS Data Centre Plus, GB
94.31.51.0/24 #AS201542 MICLOUD, GB
134.199.32.0/22 #AS201542 MICLOUD, GB
185.71.92.0/23 #AS201542 MICLOUD, GB
185.71.95.0/24 #AS201542 MICLOUD, GB
192.175.48.1/32 #AS201576 HOOFE-NET, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
23.166.72.0/24 #AS201579 HOSTGNOME-AS, GB
62.169.151.0/24 #AS201579 HOSTGNOME-AS, GB
84.32.41.0/24 #AS201579 HOSTGNOME-AS, GB
91.237.124.0/24 #AS201579 HOSTGNOME-AS, GB
185.91.69.0/24 #AS201579 HOSTGNOME-AS, GB
193.138.195.0/24 #AS201579 HOSTGNOME-AS, GB
192.175.48.1/32 #AS201580 SECUNIA, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS201657 SYSPRO-ASN-1, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
81.90.30.0/24 #AS201664 NETWARM, GB
91.108.190.0/24 #AS201664 NETWARM, GB
91.215.86.0/24 #AS201664 NETWARM, GB
91.108.252.0/24 #AS201676 WAGHORN-CAPITAL-CO, GB
192.175.48.1/32 #AS201690 CALLWITHME-AS, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
155.117.140.0/24 #AS201694 RETHINKTS, GB
192.175.48.1/32 #AS201696 SHAMILNET, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
45.85.100.0/23 #AS201714 LINKIPNETWORKS, GB
185.66.4.0/22 #AS201714 LINKIPNETWORKS, GB
185.32.108.0/22 #AS201715 INEEDBR, GB
185.235.63.0/24 #AS201715 INEEDBR, GB
45.152.0.0/22 #AS201739 METRANET-AS, GB
185.22.252.0/22 #AS201739 METRANET-AS, GB
185.65.108.0/22 #AS201739 METRANET-AS, GB
103.15.170.0/23 #AS201755 SQUIZUK, GB
185.64.252.0/22 #AS201755 SQUIZUK, GB
192.175.48.1/32 #AS201762 RBK-AS, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
144.225.90.0/24 #AS201765 NECTMANIA-AS, GB
137.205.0.0/16 #AS201773 UOW-AS, GB
192.146.136.0/24 #AS201773 UOW-AS, GB
192.175.48.1/32 #AS201799 CISCO-CAAS-EU Cisco CaaS EU & UK, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS201802 G3NS-DE, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
82.41.36.0/24 #AS201830 ETERNITY-CLOUD-MNT, GB
185.62.152.0/24 #AS201831 ACTIVETRADES-AS, GB
45.12.172.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.81.72.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.86.8.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.89.84.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.89.156.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.90.172.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.90.200.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.91.112.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.92.232.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.93.172.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.94.60.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.94.176.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.95.236.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.95.248.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.117.136.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.128.32.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.128.136.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.132.136.0/21 #AS201838 ASN-COMMUNITYFIBRE, GB
45.133.88.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.136.232.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.141.236.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.144.56.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.144.160.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.145.148.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.146.8.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.146.60.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.147.32.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.148.12.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.148.56.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.148.252.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.149.72.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.149.220.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.150.144.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.152.4.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.153.220.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.159.88.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.159.152.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
45.248.144.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
46.102.170.0/23 #AS201838 ASN-COMMUNITYFIBRE, GB
62.133.48.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
62.197.132.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
77.75.60.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
79.171.153.0/24 #AS201838 ASN-COMMUNITYFIBRE, GB
79.171.154.0/23 #AS201838 ASN-COMMUNITYFIBRE, GB
79.171.156.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
80.76.56.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
89.36.112.0/20 #AS201838 ASN-COMMUNITYFIBRE, GB
89.43.208.0/21 #AS201838 ASN-COMMUNITYFIBRE, GB
89.45.176.0/20 #AS201838 ASN-COMMUNITYFIBRE, GB
89.222.16.0/20 #AS201838 ASN-COMMUNITYFIBRE, GB
91.209.86.0/24 #AS201838 ASN-COMMUNITYFIBRE, GB
93.113.26.0/23 #AS201838 ASN-COMMUNITYFIBRE, GB
94.176.208.0/23 #AS201838 ASN-COMMUNITYFIBRE, GB
94.177.138.0/23 #AS201838 ASN-COMMUNITYFIBRE, GB
94.247.86.0/23 #AS201838 ASN-COMMUNITYFIBRE, GB
95.214.184.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
95.214.228.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
103.7.204.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
103.205.24.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
130.255.16.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
130.255.28.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
147.12.128.0/17 #AS201838 ASN-COMMUNITYFIBRE, GB
149.22.128.0/17 #AS201838 ASN-COMMUNITYFIBRE, GB
149.34.128.0/18 #AS201838 ASN-COMMUNITYFIBRE, GB
149.86.0.0/18 #AS201838 ASN-COMMUNITYFIBRE, GB
154.49.103.0/24 #AS201838 ASN-COMMUNITYFIBRE, GB
161.51.48.0/20 #AS201838 ASN-COMMUNITYFIBRE, GB
161.51.96.0/23 #AS201838 ASN-COMMUNITYFIBRE, GB
161.51.192.0/19 #AS201838 ASN-COMMUNITYFIBRE, GB
161.51.224.0/20 #AS201838 ASN-COMMUNITYFIBRE, GB
161.51.252.0/23 #AS201838 ASN-COMMUNITYFIBRE, GB
168.199.64.0/19 #AS201838 ASN-COMMUNITYFIBRE, GB
171.22.104.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
178.239.192.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
178.239.200.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
178.255.88.0/21 #AS201838 ASN-COMMUNITYFIBRE, GB
185.59.124.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
185.71.36.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
185.103.72.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
185.111.172.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
185.115.144.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
185.121.228.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
185.229.104.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
185.230.248.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
185.236.60.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
185.237.60.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
185.238.220.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
185.240.24.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
185.240.196.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
185.241.164.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
185.245.236.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
188.212.122.0/23 #AS201838 ASN-COMMUNITYFIBRE, GB
188.215.16.0/23 #AS201838 ASN-COMMUNITYFIBRE, GB
188.215.74.0/23 #AS201838 ASN-COMMUNITYFIBRE, GB
188.241.106.0/23 #AS201838 ASN-COMMUNITYFIBRE, GB
192.166.208.0/21 #AS201838 ASN-COMMUNITYFIBRE, GB
193.42.52.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
193.164.20.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
194.4.156.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
212.132.192.0/18 #AS201838 ASN-COMMUNITYFIBRE, GB
213.32.248.0/22 #AS201838 ASN-COMMUNITYFIBRE, GB
185.57.78.0/24 #AS201854 OCTOPUSTELECOM, GB
185.61.212.0/22 #AS201855 UK-AS-RAYMONDJAMES, GB
185.61.132.0/22 #AS201862 VMHOSTS-LONDON-AS, GB
185.214.48.0/24 #AS201862 VMHOSTS-LONDON-AS, GB
185.214.50.0/24 #AS201862 VMHOSTS-LONDON-AS, GB
107.181.146.0/24 #AS201864 AS-TRENCH, GB
146.19.138.0/24 #AS201864 AS-TRENCH, GB
176.10.92.0/24 #AS201864 AS-TRENCH, GB
149.7.62.0/24 #AS201867 OXAGON-AS, GB
154.59.135.0/24 #AS201867 OXAGON-AS, GB
213.152.250.0/24 #AS201867 OXAGON-AS, GB
213.198.29.0/24 #AS201867 OXAGON-AS, GB
5.182.10.0/23 #AS201902 BICOM, GB
45.141.164.0/22 #AS201902 BICOM, GB
185.59.92.0/22 #AS201902 BICOM, GB
185.45.220.0/22 #AS201903 EVORIO-AS, GB
45.90.42.0/24 #AS201933 AS4NET, GB
80.247.222.0/23 #AS201933 AS4NET, GB
91.193.116.0/22 #AS201933 AS4NET, GB
213.193.250.0/24 #AS201933 AS4NET, GB
192.175.48.1/32 #AS201941 SWANN-AS, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
2.26.146.0/24 #AS201949 SEEDTECHNOLOGIES, GB
45.88.8.0/24 #AS201949 SEEDTECHNOLOGIES, GB
87.229.100.0/24 #AS201949 SEEDTECHNOLOGIES, GB
82.145.35.0/24 #AS201971 CREEPERHOSTLTD-AS, GB
139.28.204.0/24 #AS201971 CREEPERHOSTLTD-AS, GB
139.28.207.0/24 #AS201971 CREEPERHOSTLTD-AS, GB
149.88.32.0/20 #AS201971 CREEPERHOSTLTD-AS, GB
185.57.188.0/22 #AS201971 CREEPERHOSTLTD-AS, GB
193.36.50.0/24 #AS201971 CREEPERHOSTLTD-AS, GB
217.145.236.0/24 #AS201971 CREEPERHOSTLTD-AS, GB
217.145.238.0/23 #AS201971 CREEPERHOSTLTD-AS, GB
2.26.122.0/23 #AS201988 VPSPAY-ASN vpspay.net, GB
31.76.244.0/23 #AS201988 VPSPAY-ASN vpspay.net, GB
31.76.251.0/24 #AS201988 VPSPAY-ASN vpspay.net, GB
95.85.251.0/24 #AS201988 VPSPAY-ASN vpspay.net, GB
144.31.53.0/24 #AS201988 VPSPAY-ASN vpspay.net, GB
144.31.148.0/24 #AS201988 VPSPAY-ASN vpspay.net, GB
144.31.169.0/24 #AS201988 VPSPAY-ASN vpspay.net, GB
144.31.223.0/24 #AS201988 VPSPAY-ASN vpspay.net, GB
144.31.238.0/24 #AS201988 VPSPAY-ASN vpspay.net, GB
46.235.7.0/24 #AS202013 MIL-POP, GB
91.103.80.0/23 #AS202013 MIL-POP, GB
91.103.83.0/24 #AS202013 MIL-POP, GB
93.190.191.0/24 #AS202013 MIL-POP, GB
94.232.81.0/24 #AS202013 MIL-POP, GB
94.232.82.0/24 #AS202013 MIL-POP, GB
94.232.84.0/22 #AS202013 MIL-POP, GB
185.105.248.0/22 #AS202013 MIL-POP, GB
185.143.52.0/22 #AS202013 MIL-POP, GB
185.153.170.0/24 #AS202013 MIL-POP, GB
198.161.168.0/23 #AS202013 MIL-POP, GB
203.56.81.0/24 #AS202013 MIL-POP, GB
37.130.232.0/21 #AS202020 FLEXGRID, GB
46.17.180.0/22 #AS202020 FLEXGRID, GB
46.229.244.0/23 #AS202020 FLEXGRID, GB
46.229.248.0/23 #AS202020 FLEXGRID, GB
92.246.72.0/22 #AS202020 FLEXGRID, GB
95.215.11.0/24 #AS202020 FLEXGRID, GB
185.56.68.0/22 #AS202020 FLEXGRID, GB
185.219.64.0/22 #AS202020 FLEXGRID, GB
195.253.248.0/22 #AS202020 FLEXGRID, GB
192.175.48.1/32 #AS202027 COMMDE, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
94.199.232.0/21 #AS202038 INTERCITY-TECH-UKCORE, GB
109.234.224.0/21 #AS202038 INTERCITY-TECH-UKCORE, GB
185.78.216.0/23 #AS202038 INTERCITY-TECH-UKCORE, GB
185.108.92.0/22 #AS202038 INTERCITY-TECH-UKCORE, GB
2.26.160.0/24 #AS202051 NETGRID-HOST-LT, GB
2.27.105.0/24 #AS202051 NETGRID-HOST-LT, GB
